Results Table 1
,Specimen label,Width,Thickness,Length,Tensile strain (Displacement) at Break (Standard),Maximum Tensile stress
,,(mm),(mm),(mm),(%),(MPa)
"1","Brass 1","12.80","3.20","69.34","40.87","383.43"
"2","Brass 2_1","12.70","3.12","69.34","12.33","370.70"
"3","Brass 2_2","12.27","3.05","77.88","13.02","410.88"
"4","Brass 2_3","11.68","3.05","84.58","17.72","438.80"

1,Time,Displacement,Force
,(s),(mm),(N)
"","47.9100","10.1272","15336.6924"
"","47.9650","10.1385","15337.2031"
4,Time,Displacement,Force
,(s),(mm),(N)
"","0.0000","0.0000","45.5009"
"","0.1000","0.0040","46.5268"
"","0.2000","0.0179","47.4385"
"","0.3000","0.0471","49.1328"
"","0.4000","0.0671","53.4262"
"","0.5000","0.0884","107.4012"
"","0.5950","0.1094","359.7430"
"","0.6750","0.1256","612.7430"
"","0.7450","0.1404","865.1705"
"","0.8130","0.1550","1115.5269"
"","0.9000","0.1727","1366.4277"
"","1.0000","0.1948","1608.6659"
"","1.1000","0.2157","1853.1715"
"","1.1990","0.2364","2103.6992"
"","1.2990","0.2576","2347.8726"
"","1.3990","0.2782","2586.5371"
"","1.4960","0.3000","2838.3765"
"","1.5960","0.3203","3059.0540"
"","1.6960","0.3421","3309.4062"
"","1.7960","0.3626","3530.3354"
"","1.8960","0.3841","3773.6509"
"","1.9960","0.4056","4005.1643"
"","2.0960","0.4260","4226.8652"
"","2.1960","0.4479","4464.1221"
"","2.2960","0.4681","4678.9331"
"","2.3960","0.4902","4920.5767"
"","2.4960","0.5107","5131.8188"
"","2.5960","0.5322","5366.0068"
"","2.6960","0.5530","5581.3550"
"","2.7960","0.5743","5808.5967"
"","2.8960","0.5962","6036.7305"
"","2.9960","0.6166","6244.4395"
"","3.0960","0.6384","6474.7529"
"","3.1960","0.6587","6681.3208"
"","3.2960","0.6807","6914.5015"
"","3.3960","0.7018","7123.2515"
"","3.4960","0.7228","7342.7861"
"","3.5960","0.7436","7550.1152"
"","3.6960","0.7647","7766.4302"
"","3.7960","0.7869","7993.3623"
"","3.8960","0.8070","8187.1875"
"","3.9960","0.8287","8410.4258"
"","4.0960","0.8492","8610.1543"
"","4.1960","0.8710","8833.1875"
"","4.2960","0.8924","9040.7695"
"","4.3960","0.9130","9242.4619"
"","4.4960","0.9345","9451.7822"
"","4.5960","0.9551","9646.5391"
"","4.6960","0.9774","9863.3994"
"","4.7960","0.9975","10042.6934"
"","4.8960","1.0191","10251.9023"
"","4.9960","1.0400","10440.9541"
"","5.0960","1.0611","10641.7734"
"","5.1960","1.0831","10845.5967"
"","5.2960","1.1034","11029.3750"
"","5.3960","1.1249","11228.3477"
"","5.4960","1.1455","11414.0576"
"","5.5960","1.1676","11623.1445"
"","5.6960","1.1882","11803.2451"
"","5.7960","1.2097","12003.3174"
"","5.8960","1.2306","12187.3154"
"","5.9960","1.2517","12381.2881"
"","6.0960","1.2736","12577.9199"
"","6.1960","1.2938","12750.9873"
"","6.2960","1.3156","12948.5322"
"","6.3960","1.3360","13122.3936"
"","6.4960","1.3579","13320.0303"
"","6.5960","1.3789","13493.5674"
"","6.6960","1.4000","13679.1797"
"","6.7960","1.4211","13854.4707"
"","6.8960","1.4419","14031.0479"
"","6.9960","1.4643","14220.2422"
"","7.0960","1.4845","14370.5527"
"","7.1960","1.5062","14544.0518"
"","7.2960","1.5266","14687.9912"
"","7.3960","1.5483","14845.0137"
"","7.4960","1.5698","14972.6064"
"","7.5960","1.5903","15085.2246"
"","7.6960","1.6116","15183.0400"
"","7.7960","1.6323","15271.3213"
"","7.8960","1.6545","15356.5186"
"","7.9960","1.6750","15412.3086"
"","8.0960","1.6964","15471.2979"
"","8.1960","1.7173","15501.9268"
"","8.2960","1.7388","15528.3916"
"","8.3960","1.7606","15520.4443"
"","8.4960","1.7809","15522.4102"
"","8.5960","1.8025","15511.2637"
"","8.6960","1.8230","15508.5938"
"","8.7960","1.8452","15504.4395"
"","8.8960","1.8656","15492.2451"
"","8.9960","1.8870","15495.7148"
"","9.0960","1.9078","15483.1426"
"","9.1960","1.9290","15485.5566"
"","9.2960","1.9508","15474.5547"
"","9.3960","1.9712","15476.6738"
"","9.4960","1.9930","15470.1572"
"","9.5960","2.0134","15469.5850"
"","9.6960","2.0354","15468.2129"
"","9.7960","2.0565","15458.2500"
"","9.8960","2.0774","15466.3086"
"","9.9960","2.0987","15456.3027"
"","10.0960","2.1195","15463.7012"
"","10.1960","2.1416","15458.1055"
"","10.2960","2.1618","15455.0879"
"","10.3960","2.1833","15455.7559"
"","10.4960","2.2038","15450.1709"
"","10.5960","2.2255","15453.5498"
"","10.6960","2.2471","15441.9395"
"","10.7960","2.2677","15451.6162"
"","10.8960","2.2892","15442.8574"
"","10.9960","2.3099","15449.0322"
"","11.0960","2.3320","15447.9580"
"","11.1960","2.3524","15439.6553"
"","11.2960","2.3740","15444.5830"
"","11.3960","2.3947","15437.4014"
"","11.4960","2.4160","15441.1123"
"","11.5960","2.4378","15434.0166"
"","11.6960","2.4581","15439.3848"
"","11.7960","2.4798","15434.2930"
"","11.8960","2.5003","15438.9326"
"","11.9960","2.5223","15438.6338"
"","12.0960","2.5430","15429.2021"
"","12.1960","2.5643","15437.8760"
"","12.2960","2.5852","15428.0322"
"","12.3960","2.6063","15433.3994"
"","12.4960","2.6284","15426.7725"
"","12.5960","2.6486","15427.1084"
"","12.6960","2.6704","15426.4082"
"","12.7960","2.6909","15424.1328"
"","12.8960","2.7126","15427.1855"
"","12.9960","2.7338","15416.8623"
"","13.0960","2.7546","15425.4375"
"","13.1960","2.7757","15412.1533"
"","13.2960","2.7965","15417.4980"
"","13.3960","2.8190","15415.5254"
"","13.4960","2.8391","15410.0020"
"","13.5960","2.8609","15414.0088"
"","13.6960","2.8814","15410.7422"
"","13.7960","2.9030","15416.5508"
"","13.8960","2.9247","15407.0332"
"","13.9960","2.9451","15415.6777"
"","14.0960","2.9665","15409.6221"
"","14.1960","2.9870","15413.5195"
"","14.2960","3.0094","15414.7041"
"","14.3960","3.0297","15410.5889"
"","14.4960","3.0513","15415.1289"
"","14.5960","3.0717","15413.5107"
"","14.6960","3.0934","15418.2285"
"","14.7960","3.1153","15411.6270"
"","14.8960","3.1354","15419.3145"
"","14.9960","3.1571","15413.3467"
"","15.0960","3.1777","15416.8740"
"","15.1960","3.1998","15416.2090"
"","15.2960","3.2205","15408.7188"
"","15.3960","3.2415","15416.5029"
"","15.4960","3.2626","15408.7295"
"","15.5960","3.2837","15415.3809"
"","15.6960","3.3057","15408.9658"
"","15.7960","3.3257","15411.6084"
"","15.8960","3.3476","15408.7539"
"","15.9960","3.3682","15408.5342"
"","16.0960","3.3900","15411.0957"
"","16.1960","3.4111","15401.8145"
"","16.2960","3.4319","15410.7441"
"","16.3960","3.4533","15402.0146"
"","16.4960","3.4741","15408.0244"
"","16.5960","3.4962","15406.2705"
"","16.6960","3.5165","15404.2676"
"","16.7960","3.5382","15407.2686"
"","16.8960","3.5589","15407.4551"
"","16.9960","3.5802","15410.6426"
"","17.0960","3.6017","15406.1035"
"","17.1960","3.6224","15415.2764"
"","17.2960","3.6438","15409.1816"
"","17.3960","3.6645","15416.9814"
"","17.4960","3.6867","15418.5010"
"","17.5960","3.7072","15415.6123"
"","17.6960","3.7286","15423.8398"
"","17.7960","3.7493","15421.5469"
"","17.8960","3.7708","15428.3154"
"","17.9960","3.7925","15422.8643"
"","18.0960","3.8128","15430.1201"
"","18.1960","3.8345","15428.3779"
"","18.2960","3.8548","15432.2012"
"","18.3960","3.8769","15437.9072"
"","18.4960","3.8979","15431.7451"
"","18.5960","3.9189","15443.9316"
"","18.6960","3.9399","15436.3945"
"","18.7960","3.9609","15445.4053"
"","18.8960","3.9831","15442.4385"
"","18.9960","4.0031","15446.1680"
"","19.0960","4.0251","15446.3008"
"","19.1960","4.0453","15448.2363"
"","19.2960","4.0673","15453.0332"
"","19.3960","4.0885","15444.9131"
"","19.4960","4.1092","15456.8105"
"","19.5960","4.1306","15448.9502"
"","19.6960","4.1514","15456.5352"
"","19.7960","4.1736","15453.5723"
"","19.8960","4.1938","15452.7900"
"","19.9960","4.2156","15457.3594"
"","20.0960","4.2361","15454.7588"
"","20.1960","4.2575","15460.5361"
"","20.2960","4.2793","15452.5664"
"","20.3960","4.2997","15461.9619"
"","20.4960","4.3211","15453.8838"
"","20.5960","4.3418","15459.8398"
"","20.6960","4.3641","15460.4375"
"","20.7960","4.3844","15455.5615"
"","20.8960","4.4060","15462.5225"
"","20.9960","4.4265","15456.1846"
"","21.0960","4.4480","15462.1270"
"","21.1960","4.4699","15451.7744"
"","21.2960","4.4901","15455.7246"
"","21.3960","4.5119","15448.8203"
"","21.4960","4.5323","15447.9814"
"","21.5960","4.5545","15444.2100"
"","21.6960","4.5750","15432.0420"
"","21.7960","4.5960","15432.2373"
"","21.8960","4.6171","15415.3164"
"","21.9960","4.6382","15410.9375"
"","22.0960","4.6604","15404.1533"
"","22.1960","4.6804","15409.2607"
"","22.2960","4.7026","15419.9600"
"","22.3960","4.7228","15428.6172"
"","22.4960","4.7446","15441.8896"
"","22.5960","4.7658","15440.5322"
"","22.6960","4.7867","15461.2363"
"","22.7960","4.8079","15457.0107"
"","22.8960","4.8287","15469.8955"
"","22.9960","4.8509","15473.7432"
"","23.0960","4.8711","15474.9375"
"","23.1960","4.8930","15484.1123"
"","23.2960","4.9134","15484.4492"
"","23.3960","4.9350","15493.7354"
"","23.4960","4.9566","15485.8857"
"","23.5960","4.9769","15496.4268"
"","23.6960","4.9987","15490.4648"
"","23.7960","5.0189","15496.9727"
"","23.8960","5.0414","15501.1299"
"","23.9960","5.0618","15494.4209"
"","24.0960","5.0834","15508.5996"
"","24.1960","5.1039","15501.2715"
"","24.2960","5.1251","15511.8096"
"","24.3960","5.1473","15501.5361"
"","24.4960","5.1671","15508.9121"
"","24.5960","5.1890","15504.9590"
"","24.6960","5.2094","15508.9717"
"","24.7960","5.2316","15515.4033"
"","24.8960","5.2526","15503.2637"
"","24.9960","5.2736","15519.6846"
"","25.0960","5.2947","15509.1123"
"","25.1960","5.3155","15519.2061"
"","25.2960","5.3378","15512.2920"
"","25.3960","5.3578","15512.6230"
"","25.4960","5.3796","15516.3643"
"","25.5960","5.4001","15516.4521"
"","25.6960","5.4220","15522.5068"
"","25.7960","5.4432","15513.2324"
"","25.8960","5.4639","15527.0723"
"","25.9960","5.4852","15517.8486"
"","26.0960","5.5061","15525.9443"
"","26.1960","5.5283","15525.7764"
"","26.2960","5.5485","15522.5859"
"","26.3960","5.5702","15529.2842"
"","26.4960","5.5909","15525.9746"
"","26.5960","5.6123","15533.6621"
"","26.6960","5.6338","15526.8145"
"","26.7960","5.6543","15537.1006"
"","26.8960","5.6759","15531.7393"
"","26.9960","5.6963","15535.8906"
"","27.0960","5.7186","15536.4453"
"","27.1960","5.7389","15526.6885"
"","27.2960","5.7605","15538.8955"
"","27.3960","5.7813","15527.4678"
"","27.4960","5.8025","15538.1826"
"","27.5960","5.8246","15526.8145"
"","27.6960","5.8448","15531.6426"
"","27.7960","5.8666","15527.5254"
"","27.8960","5.8869","15529.4834"
"","27.9960","5.9091","15532.3311"
"","28.0960","5.9298","15522.2568"
"","28.1960","5.9510","15535.8496"
"","28.2960","5.9717","15525.2949"
"","28.3960","5.9929","15533.9512"
"","28.4960","6.0150","15528.7471"
"","28.5960","6.0352","15530.4600"
"","28.6960","6.0568","15530.6221"
"","28.7960","6.0776","15530.8623"
"","28.8960","6.0992","15533.2510"
"","28.9960","6.1207","15525.2520"
"","29.0960","6.1414","15535.2373"
"","29.1960","6.1627","15525.3027"
"","29.2960","6.1834","15532.0020"
"","29.3960","6.2055","15528.5488"
"","29.4960","6.2259","15524.2012"
"","29.5960","6.2474","15528.9707"
"","29.6960","6.2680","15524.4316"
"","29.7960","6.2895","15530.7695"
"","29.8960","6.3112","15520.3506"
"","29.9960","6.3316","15529.1689"
"","30.0960","6.3532","15519.7725"
"","30.1960","6.3736","15522.9883"
"","30.2960","6.3959","15522.3447"
"","30.3960","6.4166","15514.1934"
"","30.4960","6.4379","15522.4932"
"","30.5960","6.4587","15515.1650"
"","30.6960","6.4799","15521.1260"
"","30.7960","6.5021","15512.3428"
"","30.8960","6.5219","15516.0596"
"","30.9960","6.5438","15510.5068"
"","31.0960","6.5642","15512.2520"
"","31.1960","6.5861","15512.0898"
"","31.2960","6.6072","15503.9277"
"","31.3960","6.6282","15513.6426"
"","31.4960","6.6492","15506.0801"
"","31.5960","6.6704","15510.8730"
"","31.6960","6.6926","15506.7031"
"","31.7960","6.7126","15505.2412"
"","31.8960","6.7344","15504.5498"
"","31.9960","6.7548","15505.0918"
"","32.0960","6.7765","15509.4863"
"","32.1960","6.7979","15500.9688"
"","32.2960","6.8186","15513.1172"
"","32.3960","6.8399","15505.4258"
"","32.4960","6.8606","15511.9941"
"","32.5960","6.8827","15510.0508"
"","32.6960","6.9030","15507.2080"
"","32.7960","6.9248","15512.6465"
"","32.8960","6.9454","15511.9834"
"","32.9960","6.9670","15517.2305"
"","33.0960","6.9885","15509.0469"
"","33.1960","7.0090","15518.8027"
"","33.2960","7.0306","15511.4111"
"","33.3960","7.0511","15517.3164"
"","33.4960","7.0732","15516.9932"
"","33.5960","7.0937","15514.2549"
"","33.6960","7.1152","15520.6289"
"","33.7960","7.1360","15516.8008"
"","33.8960","7.1572","15520.5381"
"","33.9960","7.1790","15518.4717"
"","34.0960","7.1995","15519.8604"
"","34.1960","7.2211","15516.5957"
"","34.2960","7.2416","15520.2432"
"","34.3960","7.2636","15521.3057"
"","34.4960","7.2849","15514.1074"
"","34.5960","7.3058","15524.0391"
"","34.6960","7.3265","15515.7354"
"","34.7960","7.3474","15523.0566"
"","34.8960","7.3699","15516.7236"
"","34.9960","7.3898","15516.2900"
"","35.0960","7.4116","15516.5195"
"","35.1960","7.4320","15518.5166"
"","35.2960","7.4538","15521.3984"
"","35.3960","7.4754","15513.8535"
"","35.4960","7.4959","15525.5156"
"","35.5960","7.5173","15516.2246"
"","35.6960","7.5378","15522.7480"
"","35.7960","7.5603","15520.2891"
"","35.8960","7.5804","15517.0127"
"","35.9960","7.6022","15523.5674"
"","36.0960","7.6229","15520.1152"
"","36.1960","7.6443","15530.8604"
"","36.2960","7.6661","15523.3965"
"","36.3960","7.6862","15533.8242"
"","36.4960","7.7077","15526.1416"
"","36.5960","7.7283","15531.9199"
"","36.6960","7.7506","15532.7793"
"","36.7960","7.7711","15526.5107"
"","36.8960","7.7925","15537.9971"
"","36.9960","7.8135","15533.8330"
"","37.0960","7.8347","15542.0840"
"","37.1960","7.8567","15539.8174"
"","37.2960","7.8769","15543.0361"
"","37.3960","7.8984","15544.8975"
"","37.4960","7.9189","15545.5488"
"","37.5960","7.9409","15553.4580"
"","37.6960","7.9618","15548.8564"
"","37.7960","7.9829","15564.2734"
"","37.8960","8.0039","15561.3779"
"","37.9960","8.0248","15576.3613"
"","38.0960","8.0471","15580.4541"
"","38.1960","8.0672","15585.2539"
"","38.2960","8.0891","15596.6523"
"","38.3960","8.1094","15603.6680"
"","38.4960","8.1311","15618.2734"
"","38.5960","8.1526","15614.0742"
"","38.6960","8.1733","15626.8193"
"","38.7960","8.1947","15613.4297"
"","38.8960","8.2153","15613.9092"
"","38.9960","8.2376","15606.1064"
"","39.0960","8.2578","15597.0205"
"","39.1960","8.2794","15598.9365"
"","39.2960","8.2999","15587.3115"
"","39.3960","8.3215","15591.9941"
"","39.4960","8.3433","15578.7314"
"","39.5960","8.3636","15585.5547"
"","39.6960","8.3853","15574.5703"
"","39.7960","8.4058","15576.4971"
"","39.8960","8.4278","15576.1484"
"","39.9960","8.4486","15565.1484"
"","40.0960","8.4699","15573.9541"
"","40.1960","8.4907","15564.4521"
"","40.2960","8.5120","15570.4453"
"","40.3960","8.5338","15562.7666"
"","40.4960","8.5540","15565.2012"
"","40.5960","8.5759","15561.2354"
"","40.6960","8.5963","15561.8369"
"","40.7960","8.6181","15565.2803"
"","40.8960","8.6393","15554.6504"
"","40.9960","8.6603","15566.8135"
"","41.0960","8.6813","15556.8018"
"","41.1960","8.7020","15565.2227"
"","41.2960","8.7244","15560.2100"
"","41.3960","8.7446","15558.3486"
"","41.4960","8.7663","15559.8252"
"","41.5960","8.7863","15558.6396"
"","41.6960","8.8086","15562.6396"
"","41.7960","8.8300","15552.8369"
"","41.8960","8.8505","15565.3848"
"","41.9960","8.8719","15552.9199"
"","42.0960","8.8926","15560.3242"
"","42.1960","8.9149","15558.2051"
"","42.2960","8.9352","15551.2441"
"","42.3960","8.9568","15558.4316"
"","42.4960","8.9775","15553.4268"
"","42.5960","8.9990","15559.7256"
"","42.6960","9.0208","15550.6748"
"","42.7960","9.0410","15559.1562"
"","42.8960","9.0627","15551.7578"
"","42.9960","9.0831","15555.0303"
"","43.0960","9.1053","15554.3652"
"","43.1960","9.1257","15546.4502"
"","43.2960","9.1472","15554.9521"
"","43.3960","9.1680","15547.4727"
"","43.4960","9.1892","15554.6025"
"","43.5960","9.2112","15546.2490"
"","43.6960","9.2313","15551.1777"
"","43.7960","9.2531","15545.5020"
"","43.8960","9.2737","15548.8271"
"","43.9960","9.2955","15549.0293"
"","44.0960","9.3165","15539.0205"
"","44.1960","9.3376","15552.6768"
"","44.2960","9.3587","15540.4746"
"","44.3960","9.3793","15549.5674"
"","44.4960","9.4017","15542.1289"
"","44.5960","9.4218","15542.8018"
"","44.6960","9.4437","15543.9678"
"","44.7960","9.4641","15542.4062"
"","44.8960","9.4858","15547.0312"
"","44.9960","9.5073","15538.9365"
"","45.0960","9.5278","15549.5752"
"","45.1960","9.5494","15539.6973"
"","45.2960","9.5699","15547.2646"
"","45.3960","9.5922","15544.7852"
"","45.4960","9.6126","15539.6270"
"","45.5960","9.6342","15546.7627"
"","45.6960","9.6549","15542.4658"
"","45.7960","9.6762","15549.5869"
"","45.8960","9.6981","15540.6729"
"","45.9960","9.7182","15550.0117"
"","46.0960","9.7400","15543.6543"
"","46.1960","9.7604","15546.9746"
"","46.2960","9.7825","15547.7734"
"","46.3960","9.8032","15541.0732"
"","46.4960","9.8245","15550.9473"
"","46.5960","9.8454","15542.3154"
"","46.6960","9.8665","15552.0977"
"","46.7960","9.8885","15542.6387"
"","46.8960","9.9086","15550.0547"
"","46.9960","9.9306","15544.4727"
"","47.0960","9.9509","15545.7930"
"","47.1960","9.9729","15548.0684"
"","47.2960","9.9940","15539.9482"
"","47.3960","10.0150","15553.0322"
"","47.4960","10.0360","15542.6816"
"","47.5960","10.0568","15550.6406"
"","47.6960","10.0789","15547.8301"
"","47.7960","10.0991","15543.8994"
"","47.8960","10.1209","15545.0283"
"","47.9960","10.1415","15543.6562"
"","48.0960","10.1629","15550.1914"
"","48.1960","10.1848","15538.1602"
"","48.2960","10.2053","15550.6387"
"","48.3960","10.2269","15544.2803"
"","48.4960","10.2474","15548.5215"
"","48.5960","10.2696","15545.9014"
"","48.6960","10.2900","15539.6748"
"","48.7960","10.3114","15547.4932"
"","48.8960","10.3320","15539.7158"
"","48.9960","10.3534","15547.7744"
"","49.0960","10.3754","15537.6855"
"","49.1960","10.3956","15546.4854"
"","49.2960","10.4172","15539.2881"
"","49.3960","10.4377","15543.1777"
"","49.4960","10.4598","15543.8125"
"","49.5960","10.4805","15534.0195"
"","49.6960","10.5019","15545.1475"
"","49.7960","10.5227","15534.1904"
"","49.8960","10.5439","15542.7578"
"","49.9960","10.5659","15534.8896"
"","50.0960","10.5861","15541.5029"
"","50.1960","10.6080","15537.0801"
"","50.2960","10.6281","15541.9141"
"","50.3960","10.6502","15540.0781"
"","50.4960","10.6711","15532.2061"
"","50.5960","10.6920","15542.3643"
"","50.6960","10.7133","15530.2881"
"","50.7960","10.7343","15538.0859"
"","50.8960","10.7564","15532.7920"
"","50.9960","10.7767","15532.3770"
"","51.0960","10.7985","15532.4834"
"","51.1960","10.8189","15527.2363"
"","51.2960","10.8405","15528.0127"
"","51.3960","10.8621","15518.4102"
"","51.4960","10.8826","15530.1631"
"","51.5960","10.9039","15519.7900"
"","51.6960","10.9245","15526.4287"
"","51.7960","10.9468","15525.9561"
"","51.8960","10.9673","15517.8369"
"","51.9960","10.9887","15526.4561"
"","52.0960","11.0094","15518.5674"
"","52.1960","11.0307","15525.0293"
"","52.2960","11.0527","15516.5781"
"","52.3960","11.0730","15521.1133"
"","52.4960","11.0947","15517.0400"
"","52.5960","11.1151","15518.7842"
"","52.6960","11.1372","15521.5518"
"","52.7960","11.1579","15515.7061"
"","52.8960","11.1790","15527.6240"
"","52.9960","11.2001","15520.8828"
"","53.0960","11.2209","15529.6807"
"","53.1960","11.2432","15526.7793"
"","53.2960","11.2632","15529.7090"
"","53.3960","11.2851","15530.2646"
"","53.4960","11.3056","15533.0312"
"","53.5960","11.3275","15538.3096"
"","53.6960","11.3488","15528.5312"
"","53.7960","11.3696","15543.3447"
"","53.8960","11.3910","15533.7559"
"","53.9960","11.4117","15542.8428"
"","54.0960","11.4335","15539.2959"
"","54.1960","11.4540","15537.4531"
"","54.2960","11.4757","15542.3477"
"","54.3960","11.4962","15538.0352"
"","54.4960","11.5174","15543.0107"
"","54.5960","11.5395","15533.5117"
"","54.6960","11.5598","15543.1729"
"","54.7960","11.5813","15532.9873"
"","54.8960","11.6019","15538.2539"
"","54.9960","11.6242","15538.1660"
"","55.0960","11.6448","15528.5879"
"","55.1960","11.6661","15536.0391"
"","55.2960","11.6869","15526.3398"
"","55.3960","11.7081","15531.3564"
"","55.4960","11.7301","15517.9561"
"","55.5960","11.7501","15520.0664"
"","55.6960","11.7719","15513.4941"
"","55.7960","11.7924","15512.5049"
"","55.8960","11.8143","15511.1562"
"","55.9960","11.8353","15499.5469"
"","56.0960","11.8564","15511.7002"
"","56.1960","11.8775","15497.5283"
"","56.2960","11.8984","15507.2744"
"","56.3960","11.9206","15499.0439"
"","56.4960","11.9407","15498.6904"
"","56.5960","11.9627","15500.1807"
"","56.6960","11.9830","15494.5537"
"","56.7960","12.0048","15502.2051"
"","56.8960","12.0260","15486.0752"
"","56.9960","12.0468","15499.5127"
"","57.0960","12.0680","15486.4697"
"","57.1960","12.0888","15492.3682"
"","57.2960","12.1110","15489.3682"
"","57.3960","12.1313","15483.4268"
"","57.4960","12.1530","15489.5977"
"","57.5960","12.1736","15482.2334"
"","57.6960","12.1951","15487.8633"
"","57.7960","12.2168","15475.7012"
"","57.8960","12.2372","15485.9375"
"","57.9960","12.2588","15473.7832"
"","58.0960","12.2792","15478.7422"
"","58.1960","12.3014","15476.2832"
"","58.2960","12.3220","15467.2061"
"","58.3960","12.3433","15474.5410"
"","58.4960","12.3639","15463.5596"
"","58.5960","12.3853","15472.2646"
"","58.6960","12.4073","15458.9873"
"","58.7960","12.4276","15463.0527"
"","58.8960","12.4493","15456.3975"
"","58.9960","12.4698","15456.6553"
"","59.0960","12.4918","15457.0508"
"","59.1960","12.5127","15440.8975"
"","59.2960","12.5338","15454.1631"
"","59.3960","12.5549","15437.3242"
"","59.4960","12.5757","15443.9629"
"","59.5960","12.5980","15435.5635"
"","59.6960","12.6180","15427.9766"
"","59.7960","12.6398","15432.6973"
"","59.8960","12.6603","15424.9414"
"","59.9960","12.6821","15428.1426"
"","60.0960","12.7034","15411.4082"
"","60.1960","12.7241","15423.1982"
"","60.2960","12.7455","15407.0889"
"","60.3960","12.7662","15411.7881"
"","60.4960","12.7884","15406.2061"
"","60.5960","12.8085","15399.8184"
"","60.6960","12.8304","15402.8301"
"","60.7960","12.8509","15393.6699"
"","60.8960","12.8724","15397.2568"
"","60.9960","12.8938","15382.1230"
"","61.0960","12.9144","15386.5938"
"","61.1960","12.9360","15375.5586"
"","61.2960","12.9566","15379.8389"
"","61.3960","12.9787","15376.1699"
"","61.4960","12.9994","15362.7979"
"","61.5960","13.0208","15371.4014"
"","61.6960","13.0414","15356.1582"
"","61.7960","13.0626","15359.9355"
"","61.8960","13.0847","15345.1055"
"","61.9960","13.1048","15344.2070"
"","62.0960","13.1268","15339.7129"
"","62.1960","13.1472","15335.3008"
"","62.2960","13.1692","15337.5430"
"","62.3960","13.1901","15320.2549"
"","62.4960","13.2111","15329.7539"
"","62.5960","13.2321","15310.8643"
"","62.6960","13.2530","15314.3613"
"","62.7960","13.2753","15302.6299"
"","62.8960","13.2953","15295.7930"
"","62.9960","13.3172","15294.8174"
"","63.0960","13.3378","15285.0752"
"","63.1960","13.3594","15287.0645"
"","63.2960","13.3808","15267.8877"
"","63.3960","13.4015","15276.2529"
"","63.4960","13.4226","15256.4775"
"","63.5960","13.4435","15258.9277"
"","63.6960","13.4656","15246.9756"
"","63.7960","13.4859","15236.5625"
"","63.8960","13.5076","15236.8232"
"","63.9960","13.5282","15223.2588"
"","64.0960","13.5498","15225.8320"
"","64.1960","13.5714","15205.8604"
"","64.2960","13.5918","15207.2441"
"","64.3960","13.6133","15191.4580"
"","64.4960","13.6339","15186.7363"
"","64.5960","13.6560","15178.9844"
"","64.6960","13.6766","15159.8799"
"","64.7960","13.6982","15165.8359"
"","64.8960","13.7189","15144.4463"
"","64.9960","13.7400","15145.7236"
"","65.0960","13.7621","15125.4268"
"","65.1960","13.7822","15120.3525"
"","65.2960","13.8040","15107.2920"
"","65.3960","13.8244","15099.2725"
"","65.4960","13.8465","15090.9756"
"","65.5960","13.8674","15066.4180"
"","65.6960","13.8883","15070.0049"
"","65.7960","13.9095","15044.8252"
"","65.8960","13.9304","15042.8652"
"","65.9960","13.9525","15022.5312"
"","66.0960","13.9728","15010.4209"
"","66.1960","13.9945","14998.0742"
"","66.2960","14.0150","14983.1240"
"","66.3960","14.0368","14972.8555"
"","66.4960","14.0580","14944.3398"
"","66.5960","14.0788","14945.0107"
"","66.6960","14.1001","14913.9121"
"","66.7960","14.1209","14907.5791"
"","66.8960","14.1430","14885.8740"
"","66.9960","14.1631","14861.2334"
"","67.0960","14.1850","14853.9561"
"","67.1960","14.2055","14825.6035"
"","67.2960","14.2271","14813.7910"
"","67.3960","14.2485","14776.9775"
"","67.4960","14.2691","14771.7891"
"","67.5960","14.2908","14735.4766"
"","67.6960","14.3112","14719.3623"
"","67.7960","14.3337","14692.7041"
"","67.8960","14.3539","14661.9512"
"","67.9960","14.3755","14646.3584"
"","68.0960","14.3961","14605.8770"
"","68.1960","14.4174","14589.7852"
"","68.2960","14.4395","14545.7920"
"","68.3960","14.4596","14521.2432"
"","68.4960","14.4813","14482.0420"
"","68.5960","14.5018","14452.0732"
"","68.6960","14.5238","14416.4785"
"","68.7960","14.5448","14367.8994"
"","68.8960","14.5659","14343.1875"
"","68.9960","14.5868","14290.3311"
"","69.0960","14.6078","14255.5400"
"","69.1960","14.6298","14200.4346"
"","69.2960","14.6501","14154.7266"
"","69.3960","14.6717","14102.5107"
"","69.4960","14.6924","14053.5225"
"","69.5960","14.7141","13998.1748"
"","69.6960","14.7354","13931.9600"
"","69.7960","14.7560","13882.5459"
"","69.8960","14.7774","13806.8945"
"","69.9960","14.7981","13746.8350"
"","70.0960","14.8203","13669.9785"
"","70.1960","14.8406","13590.8799"
"","70.2960","14.8623","13516.1221"
"","70.3960","14.8830","13429.1455"
"","70.4960","14.9044","13342.9346"
"","70.5960","14.9262","13232.0742"
"","70.6960","14.9464","13143.1113"
"","70.7960","14.9681","13011.6670"
"","70.8960","14.9887","12872.0928"
"","70.9580","15.0023","12600.1895"
"","70.9600","15.0028","12321.9688"
"","70.9620","15.0032","11905.4209"
"","70.9630","15.0034","11655.0000"
"","70.9640","15.0037","11381.4746"
"","70.9650","15.0039","11088.0361"
"","70.9660","15.0041","10777.8027"
"","70.9670","15.0044","10453.4141"
"","70.9680","15.0046","10117.1533"
"","70.9690","15.0048","9771.2588"
