Results Table 1,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,
1,HDPE-1,3.3,12.83,100,25.4,,,,,,,,
2,HDPE-5,3.3,12.83,83.44,127,,,,,,,,
3,HDPE-20,3.3,12.73,91.19,508,,,,,,,,
,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,87.513,37.0189,0.7477,,,,,,,,,,
,87.613,37.0608,0.7471,,,,,,,,,,
,87.713,37.1035,0.7464,,,,,,,,,,
,87.813,37.1454,0.7455,,,,,,,,,,
,87.913,37.1885,0.7451,,,,,,,,,,
,88.013,37.2303,0.7445,,,,,,,,,,
,88.113,37.2731,0.7441,,,,,,,,,,
,88.213,37.315,0.7433,,,,,,,,,,
,88.313,37.3574,0.7424,,,,,,,,,,
,88.413,37.3998,0.7416,,,,,,,,,,
,88.513,37.4415,0.741,,,,,,,,,,
,88.613,37.4843,0.7409,,,,,,,,,,
,88.713,37.5264,0.7401,,,,,,,,,,
,88.813,37.5696,0.7395,,,,,,,,,,
,88.913,37.6115,0.7385,,,,,,,,,,
,89.013,37.654,0.7382,,,,,,,,,,
,89.113,37.696,0.7374,,,,,,,,,,
,89.213,37.738,0.7369,,,,,,,,,,
,89.313,37.7809,0.7359,,,,,,,,,,
,89.413,37.8227,0.7351,,,,,,,,,,
,89.513,37.8658,0.7348,,,,,,,,,,
,89.613,37.9076,0.7341,,,,,,,,,,
,89.713,37.9505,0.7336,,,,,,,,,,
,89.813,37.9922,0.7327,,,,,,,,,,
,89.913,38.0345,0.7317,,,,,,,,,,
,90.013,38.0769,0.7311,,,,,,,,,,
,90.113,38.1189,0.7307,,,,,,,,,,
,90.213,38.1619,0.7304,,,,,,,,,,
,90.313,38.2039,0.7293,,,,,,,,,,
,90.413,38.2468,0.7285,,,,,,,,,,
,90.513,38.2886,0.7278,,,,,,,,,,
,90.613,38.3314,0.7276,,,,,,,,,,
,90.713,38.3734,0.7269,,,,,,,,,,
,90.813,38.4154,0.726,,,,,,,,,,
,90.913,38.4581,0.7251,,,,,,,,,,
,91.013,38.5,0.7244,,,,,,,,,,
,91.113,38.5431,0.7242,,,,,,,,,,
,91.213,38.5849,0.7235,,,,,,,,,,
,91.313,38.6277,0.7227,,,,,,,,,,
,91.413,38.6695,0.7218,,,,,,,,,,
,91.513,38.7119,0.7212,,,,,,,,,,
,91.613,38.7545,0.721,,,,,,,,,,
,91.713,38.7964,0.7203,,,,,,,,,,
,91.813,38.8389,0.7196,,,,,,,,,,
,91.913,38.881,0.7185,,,,,,,,,,
,92.013,38.9243,0.718,,,,,,,,,,
,92.113,38.9662,0.7178,,,,,,,,,,
,92.213,39.0085,0.7172,,,,,,,,,,
,92.313,39.0509,0.7165,,,,,,,,,,
,92.413,39.0927,0.7157,,,,,,,,,,
,92.513,39.1355,0.7151,,,,,,,,,,
,92.613,39.1774,0.7147,,,,,,,,,,
,92.713,39.2204,0.7143,,,,,,,,,,
,92.813,39.262,0.7131,,,,,,,,,,
,92.913,39.3051,0.7129,,,,,,,,,,
,93.013,39.3469,0.7122,,,,,,,,,,
,93.113,39.3894,0.7119,,,,,,,,,,
,93.213,39.4315,0.7108,,,,,,,,,,
,93.313,39.4736,0.7101,,,,,,,,,,
,93.413,39.5165,0.7096,,,,,,,,,,
,93.513,39.5586,0.7093,,,,,,,,,,
,93.613,39.6014,0.7089,,,,,,,,,,
,93.713,39.6436,0.7083,,,,,,,,,,
,93.813,39.6859,0.7074,,,,,,,,,,
,93.913,39.7281,0.7065,,,,,,,,,,
,94.013,39.7699,0.7059,,,,,,,,,,
,94.113,39.8126,0.7055,,,,,,,,,,
,94.213,39.8545,0.7049,,,,,,,,,,
,94.313,39.898,0.7041,,,,,,,,,,
,94.413,39.9398,0.7034,,,,,,,,,,
,94.513,39.9825,0.7032,,,,,,,,,,
,94.613,40.0241,0.7025,,,,,,,,,,
,94.713,40.0665,0.7016,,,,,,,,,,
,94.813,40.1092,0.7008,,,,,,,,,,
,94.913,40.151,0.7006,,,,,,,,,,
,95.013,40.194,0.7001,,,,,,,,,,
,95.113,40.2359,0.6993,,,,,,,,,,
,95.213,40.2789,0.6986,,,,,,,,,,
,95.313,40.3207,0.6979,,,,,,,,,,
,95.413,40.3631,0.6975,,,,,,,,,,
,95.513,40.4052,0.6971,,,,,,,,,,
,95.613,40.4474,0.6961,,,,,,,,,,
,95.713,40.4902,0.6953,,,,,,,,,,
,95.813,40.5321,0.6947,,,,,,,,,,
,95.913,40.5751,0.6946,,,,,,,,,,
,96.013,40.6168,0.6941,,,,,,,,,,
,96.113,40.6598,0.6933,,,,,,,,,,
,96.213,40.7017,0.6925,,,,,,,,,,
,96.313,40.744,0.692,,,,,,,,,,
,96.413,40.7864,0.6918,,,,,,,,,,
,96.513,40.8283,0.691,,,,,,,,,,
,96.613,40.8713,0.6904,,,,,,,,,,
,96.713,40.9131,0.6897,,,,,,,,,,
,96.813,40.956,0.6896,,,,,,,,,,
,96.913,40.998,0.6893,,,,,,,,,,
,97.013,41.0403,0.6884,,,,,,,,,,
,97.113,41.0829,0.6877,,,,,,,,,,
,97.213,41.1247,0.6873,,,,,,,,,,
,97.313,41.1674,0.6871,,,,,,,,,,
,97.413,41.2092,0.6864,,,,,,,,,,
,97.513,41.2525,0.686,,,,,,,,,,
,97.613,41.2943,0.6852,,,,,,,,,,
,97.713,41.3374,0.6849,,,,,,,,,,
,97.813,41.379,0.6844,,,,,,,,,,
,97.913,41.4214,0.6842,,,,,,,,,,
,98.013,41.4637,0.6831,,,,,,,,,,
,98.113,41.5056,0.6825,,,,,,,,,,
,98.213,41.5485,0.6822,,,,,,,,,,
,98.313,41.5903,0.6822,,,,,,,,,,
,98.413,41.6335,0.6819,,,,,,,,,,
,98.513,41.6755,0.6809,,,,,,,,,,
,98.613,41.7181,0.6804,,,,,,,,,,
,98.713,41.7598,0.68,,,,,,,,,,
,98.813,41.8019,0.6798,,,,,,,,,,
,98.913,41.8447,0.6792,,,,,,,,,,
,99.013,41.8868,0.6783,,,,,,,,,,
,99.113,41.9301,0.6782,,,,,,,,,,
,99.213,41.9717,0.6777,,,,,,,,,,
,99.313,42.0144,0.6776,,,,,,,,,,
,99.413,42.0564,0.6768,,,,,,,,,,
,99.513,42.0984,0.6759,,,,,,,,,,
,99.613,42.1409,0.6754,,,,,,,,,,
,99.713,42.1827,0.6755,,,,,,,,,,
,99.813,42.2261,0.6752,,,,,,,,,,
,99.913,42.2678,0.6743,,,,,,,,,,
,100.013,42.3109,0.674,,,,,,,,,,
,100.113,42.3525,0.6735,,,,,,,,,,
,100.213,42.3952,0.6733,,,,,,,,,,
,100.313,42.4373,0.673,,,,,,,,,,
,100.413,42.4794,0.6722,,,,,,,,,,
,100.513,42.5223,0.6717,,,,,,,,,,
,100.613,42.5641,0.6713,,,,,,,,,,
,100.713,42.6072,0.6714,,,,,,,,,,
,100.813,42.6489,0.6707,,,,,,,,,,
,100.913,42.6917,0.6702,,,,,,,,,,
,101.013,42.7336,0.6697,,,,,,,,,,
,101.113,42.7758,0.6694,,,,,,,,,,
,101.213,42.8184,0.6693,,,,,,,,,,
,101.313,42.8605,0.6686,,,,,,,,,,
,101.413,42.9033,0.6683,,,,,,,,,,
,101.513,42.9447,0.6679,,,,,,,,,,
,101.613,42.9881,0.6679,,,,,,,,,,
,101.713,43.03,0.6676,,,,,,,,,,
,101.813,43.0727,0.6673,,,,,,,,,,
,101.913,43.1149,0.6665,,,,,,,,,,
,102.013,43.1567,0.6664,,,,,,,,,,
,102.113,43.1996,0.6663,,,,,,,,,,
,102.213,43.2414,0.6663,,,,,,,,,,
,102.313,43.2844,0.6655,,,,,,,,,,
,102.413,43.3261,0.665,,,,,,,,,,
,102.513,43.369,0.6651,,,,,,,,,,
,102.613,43.4111,0.6653,,,,,,,,,,
,102.713,43.4532,0.6649,,,,,,,,,,
,102.813,43.4957,0.6649,,,,,,,,,,
,102.913,43.5373,0.6648,,,,,,,,,,
,103.013,43.5806,0.6656,,,,,,,,,,
,103.113,43.6224,0.6663,,,,,,,,,,
,103.213,43.6656,0.6668,,,,,,,,,,
,103.313,43.7075,0.6669,,,,,,,,,,
,103.413,43.75,0.668,,,,,,,,,,
,103.513,43.7921,0.6695,,,,,,,,,,
,103.613,43.834,0.6705,,,,,,,,,,
,103.713,43.8767,0.6708,,,,,,,,,,
,103.813,43.9187,0.6716,,,,,,,,,,
,103.913,43.9618,0.6727,,,,,,,,,,
,104.013,44.0039,0.6736,,,,,,,,,,
,104.113,44.0464,0.6742,,,,,,,,,,
,104.213,44.0883,0.6741,,,,,,,,,,
,104.313,44.1301,0.6743,,,,,,,,,,
,104.413,44.1731,0.6748,,,,,,,,,,
,104.513,44.215,0.6754,,,,,,,,,,
,104.613,44.2581,0.6757,,,,,,,,,,
,104.713,44.2998,0.6753,,,,,,,,,,
,104.813,44.343,0.6755,,,,,,,,,,
,104.913,44.3847,0.6757,,,,,,,,,,
,105.013,44.427,0.6757,,,,,,,,,,
,105.113,44.4693,0.6756,,,,,,,,,,
,105.213,44.5113,0.6752,,,,,,,,,,
,105.313,44.5543,0.6753,,,,,,,,,,
,105.413,44.5961,0.6752,,,,,,,,,,
,105.513,44.6392,0.6756,,,,,,,,,,
,105.613,44.6808,0.6752,,,,,,,,,,
,105.713,44.7236,0.6745,,,,,,,,,,
,105.813,44.7657,0.6746,,,,,,,,,,
,105.913,44.8078,0.6746,,,,,,,,,,
,106.013,44.8505,0.6747,,,,,,,,,,
,106.113,44.8923,0.6741,,,,,,,,,,
,106.213,44.9354,0.6737,,,,,,,,,,
,106.313,44.9771,0.6735,,,,,,,,,,
,106.413,45.0202,0.6739,,,,,,,,,,
,106.513,45.0618,0.6737,,,,,,,,,,
,106.613,45.1046,0.6732,,,,,,,,,,
,106.713,45.1466,0.6726,,,,,,,,,,
,106.813,45.1888,0.6726,,,,,,,,,,
,106.913,45.2314,0.6726,,,,,,,,,,
,107.013,45.2732,0.6724,,,,,,,,,,
,107.113,45.3162,0.6722,,,,,,,,,,
,107.213,45.3584,0.6717,,,,,,,,,,
,107.313,45.4011,0.6717,,,,,,,,,,
,107.413,45.4433,0.6717,,,,,,,,,,
,107.513,45.4851,0.6714,,,,,,,,,,
,107.613,45.528,0.6706,,,,,,,,,,
,107.713,45.5695,0.6705,,,,,,,,,,
,107.813,45.6126,0.6706,,,,,,,,,,
,107.913,45.6543,0.6705,,,,,,,,,,
,108.013,45.6976,0.6706,,,,,,,,,,
,108.113,45.7395,0.67,,,,,,,,,,
,108.213,45.7818,0.67,,,,,,,,,,
,108.313,45.8241,0.6701,,,,,,,,,,
,108.413,45.8657,0.6696,,,,,,,,,,
,108.513,45.9087,0.6693,,,,,,,,,,
,108.613,45.9506,0.669,,,,,,,,,,
,108.713,45.9941,0.669,,,,,,,,,,
,108.813,46.0358,0.669,,,,,,,,,,
,108.913,46.0784,0.669,,,,,,,,,,
,109.013,46.1205,0.6685,,,,,,,,,,
,109.113,46.1623,0.6679,,,,,,,,,,
,109.213,46.205,0.668,,,,,,,,,,
,109.313,46.2469,0.668,,,,,,,,,,
,109.413,46.2898,0.6677,,,,,,,,,,
,109.513,46.332,0.6675,,,,,,,,,,
,109.613,46.375,0.6673,,,,,,,,,,
,109.713,46.4165,0.6671,,,,,,,,,,
,109.813,46.459,0.6671,,,,,,,,,,
,109.913,46.5012,0.6669,,,,,,,,,,
,110.013,46.5432,0.666,,,,,,,,,,
,110.113,46.5864,0.6661,,,,,,,,,,
,110.213,46.628,0.6661,,,,,,,,,,
,110.313,46.6712,0.6661,,,,,,,,,,
,110.413,46.7132,0.6654,,,,,,,,,,
,110.513,46.7556,0.6651,,,,,,,,,,
,110.613,46.7978,0.6652,,,,,,,,,,
,110.713,46.8397,0.6649,,,,,,,,,,
,110.813,46.8824,0.6647,,,,,,,,,,
,110.913,46.9243,0.6644,,,,,,,,,,
,111.013,46.9674,0.6641,,,,,,,,,,
,111.113,47.009,0.664,,,,,,,,,,
,111.213,47.052,0.6643,,,,,,,,,,
,111.313,47.0939,0.6639,,,,,,,,,,
,111.413,47.1363,0.6636,,,,,,,,,,
,111.513,47.179,0.6632,,,,,,,,,,
,111.613,47.2207,0.663,,,,,,,,,,
,111.713,47.2636,0.663,,,,,,,,,,
,111.813,47.3054,0.6628,,,,,,,,,,
,111.913,47.3485,0.6625,,,,,,,,,,
,112.013,47.3903,0.6621,,,,,,,,,,
,112.113,47.433,0.6623,,,,,,,,,,
,112.213,47.475,0.6621,,,,,,,,,,
,112.313,47.5172,0.6616,,,,,,,,,,
,112.413,47.5596,0.6608,,,,,,,,,,
,112.513,47.6015,0.661,,,,,,,,,,
,112.613,47.6444,0.6611,,,,,,,,,,
,112.713,47.6864,0.6612,,,,,,,,,,
,112.813,47.7295,0.6609,,,,,,,,,,
,112.913,47.7715,0.6603,,,,,,,,,,
,113.013,47.8137,0.6605,,,,,,,,,,
,113.113,47.8561,0.6603,,,,,,,,,,
,113.213,47.8979,0.66,,,,,,,,,,
,113.313,47.941,0.6597,,,,,,,,,,
,113.413,47.9826,0.6593,,,,,,,,,,
,113.513,48.026,0.6597,,,,,,,,,,
,113.613,48.0678,0.6597,,,,,,,,,,
,113.713,48.1105,0.6598,,,,,,,,,,
,113.813,48.1524,0.659,,,,,,,,,,
,113.913,48.1943,0.6585,,,,,,,,,,
,114.013,48.2367,0.6589,,,,,,,,,,
,114.113,48.2789,0.6588,,,,,,,,,,
,114.213,48.3222,0.6589,,,,,,,,,,
,114.313,48.3639,0.6582,,,,,,,,,,
,114.413,48.4067,0.6583,,,,,,,,,,
,114.513,48.4486,0.6584,,,,,,,,,,
,114.613,48.491,0.6585,,,,,,,,,,
,114.713,48.5334,0.6581,,,,,,,,,,
,114.813,48.5754,0.6578,,,,,,,,,,
,114.913,48.6184,0.6578,,,,,,,,,,
,115.013,48.6602,0.6579,,,,,,,,,,
,115.113,48.7033,0.6583,,,,,,,,,,
,115.213,48.7449,0.6577,,,,,,,,,,
,115.313,48.7875,0.6574,,,,,,,,,,
,115.413,48.8296,0.6573,,,,,,,,,,
,115.513,48.8717,0.6574,,,,,,,,,,
,115.613,48.9144,0.6575,,,,,,,,,,
,115.713,48.9564,0.6569,,,,,,,,,,
,115.813,48.9992,0.6567,,,,,,,,,,
,115.913,49.0411,0.6567,,,,,,,,,,
,116.013,49.0842,0.6575,,,,,,,,,,
,116.113,49.1261,0.6571,,,,,,,,,,
,116.213,49.1682,0.6568,,,,,,,,,,
,116.313,49.2109,0.6565,,,,,,,,,,
,116.413,49.2525,0.6565,,,,,,,,,,
,116.513,49.2956,0.6567,,,,,,,,,,
,116.613,49.3373,0.6565,,,,,,,,,,
,116.713,49.3804,0.6561,,,,,,,,,,
,116.813,49.4222,0.6562,,,,,,,,,,
,116.913,49.4651,0.6564,,,,,,,,,,
,117.013,49.507,0.6564,,,,,,,,,,
,117.113,49.5493,0.6564,,,,,,,,,,
,117.213,49.5914,0.6558,,,,,,,,,,
,117.313,49.6337,0.6556,,,,,,,,,,
,117.413,49.6767,0.656,,,,,,,,,,
,117.513,49.7188,0.6561,,,,,,,,,,
,117.613,49.7612,0.6558,,,,,,,,,,
,117.713,49.8036,0.6555,,,,,,,,,,
,117.813,49.8458,0.6553,,,,,,,,,,
,117.913,49.8879,0.6555,,,,,,,,,,
,118.013,49.93,0.6554,,,,,,,,,,
,118.113,49.9727,0.6555,,,,,,,,,,
,118.213,50.0146,0.6552,,,,,,,,,,
,118.313,50.0579,0.6555,,,,,,,,,,
,118.413,50.0997,0.6554,,,,,,,,,,
,118.513,50.1422,0.6555,,,,,,,,,,
,118.613,50.1844,0.6551,,,,,,,,,,
,118.713,50.2263,0.655,,,,,,,,,,
,118.813,50.269,0.6552,,,,,,,,,,
,118.913,50.311,0.6556,,,,,,,,,,
,119.013,50.354,0.6554,,,,,,,,,,
,119.113,50.396,0.6548,,,,,,,,,,
,119.213,50.4389,0.6553,,,,,,,,,,
,119.313,50.4806,0.6551,,,,,,,,,,
,119.413,50.5229,0.6555,,,,,,,,,,
,119.513,50.5653,0.6552,,,,,,,,,,
,119.613,50.6071,0.6548,,,,,,,,,,
,119.713,50.6503,0.6553,,,,,,,,,,
,119.813,50.6922,0.6556,,,,,,,,,,
,119.913,50.735,0.6556,,,,,,,,,,
,120.013,50.7768,0.656,,,,,,,,,,
,120.113,50.8197,0.6566,,,,,,,,,,
,120.213,50.8617,0.6571,,,,,,,,,,
,120.313,50.904,0.6572,,,,,,,,,,
,120.413,50.9464,0.6569,,,,,,,,,,
,120.513,50.9884,0.6571,,,,,,,,,,
,120.613,51.0313,0.6574,,,,,,,,,,
,120.713,51.0733,0.658,,,,,,,,,,
,120.813,51.116,0.6579,,,,,,,,,,
,120.913,51.1579,0.6579,,,,,,,,,,
,121.013,51.2004,0.6581,,,,,,,,,,
,121.113,51.2428,0.6582,,,,,,,,,,
,121.213,51.2848,0.6587,,,,,,,,,,
,121.313,51.3276,0.6585,,,,,,,,,,
,121.413,51.3694,0.6581,,,,,,,,,,
,121.513,51.4125,0.6587,,,,,,,,,,
,121.613,51.4544,0.6589,,,,,,,,,,
,121.713,51.497,0.6592,,,,,,,,,,
,121.813,51.5392,0.6586,,,,,,,,,,
,121.913,51.5811,0.6587,,,,,,,,,,
,122.013,51.6238,0.659,,,,,,,,,,
,122.113,51.6655,0.6589,,,,,,,,,,
,122.213,51.7087,0.6589,,,,,,,,,,
,122.313,51.7503,0.6587,,,,,,,,,,
,122.413,51.7935,0.659,,,,,,,,,,
,122.513,51.8354,0.6592,,,,,,,,,,
,122.613,51.8777,0.6592,,,,,,,,,,
,122.713,51.9199,0.6591,,,,,,,,,,
,122.813,51.9619,0.6587,,,,,,,,,,
,122.913,52.0048,0.6592,,,,,,,,,,
,123.013,52.0469,0.6594,,,,,,,,,,
,123.113,52.0899,0.6596,,,,,,,,,,
,123.213,52.1318,0.659,,,,,,,,,,
,123.313,52.1745,0.6592,,,,,,,,,,
,123.413,52.2164,0.6592,,,,,,,,,,
,123.513,52.2584,0.6594,,,,,,,,,,
,123.613,52.301,0.6591,,,,,,,,,,
,123.713,52.3427,0.6588,,,,,,,,,,
,123.813,52.3861,0.6594,,,,,,,,,,
,123.913,52.4282,0.6596,,,,,,,,,,
,124.013,52.4708,0.6595,,,,,,,,,,
,124.113,52.5124,0.6592,,,,,,,,,,
,124.213,52.5548,0.6592,,,,,,,,,,
,124.313,52.5973,0.6593,,,,,,,,,,
,124.413,52.6393,0.6598,,,,,,,,,,
,124.513,52.6825,0.6595,,,,,,,,,,
,124.613,52.7242,0.6592,,,,,,,,,,
,124.713,52.7673,0.6596,,,,,,,,,,
,124.813,52.809,0.6599,,,,,,,,,,
,124.913,52.8515,0.6597,,,,,,,,,,
,125.013,52.8935,0.6593,,,,,,,,,,
,125.113,52.9356,0.6593,,,,,,,,,,
,125.213,52.9786,0.6598,,,,,,,,,,
,125.313,53.0204,0.6599,,,,,,,,,,
,125.413,53.0634,0.6598,,,,,,,,,,
,125.513,53.1049,0.6593,,,,,,,,,,
,125.613,53.1481,0.66,,,,,,,,,,
,125.713,53.1899,0.6604,,,,,,,,,,
,125.813,53.2323,0.6601,,,,,,,,,,
,125.913,53.2748,0.66,,,,,,,,,,
,126.013,53.3169,0.6597,,,,,,,,,,
,126.113,53.3594,0.6602,,,,,,,,,,
,126.213,53.4015,0.6604,,,,,,,,,,
,126.313,53.4444,0.66,,,,,,,,,,
,126.413,53.4862,0.66,,,,,,,,,,
,126.513,53.529,0.6602,,,,,,,,,,
,126.613,53.5712,0.6606,,,,,,,,,,
,126.713,53.6131,0.6602,,,,,,,,,,
,126.813,53.6558,0.6601,,,,,,,,,,
,126.913,53.6972,0.6599,,,,,,,,,,
,127.013,53.7407,0.6606,,,,,,,,,,
,127.113,53.7826,0.6606,,,,,,,,,,
,127.213,53.8256,0.6605,,,,,,,,,,
,127.313,53.8673,0.6603,,,,,,,,,,
,127.413,53.9098,0.6606,,,,,,,,,,
,127.513,53.952,0.6608,,,,,,,,,,
,127.613,53.994,0.6606,,,,,,,,,,
,127.713,54.0368,0.6605,,,,,,,,,,
,127.813,54.0787,0.6605,,,,,,,,,,
,127.913,54.122,0.6609,,,,,,,,,,
,128.013,54.1638,0.661,,,,,,,,,,
,128.113,54.2063,0.6609,,,,,,,,,,
,128.213,54.2483,0.6608,,,,,,,,,,
,128.313,54.2904,0.6608,,,,,,,,,,
,128.413,54.3329,0.6613,,,,,,,,,,
,128.513,54.3749,0.6609,,,,,,,,,,
,128.613,54.4182,0.6613,,,,,,,,,,
,128.713,54.46,0.661,,,,,,,,,,
,128.813,54.5029,0.6614,,,,,,,,,,
,128.913,54.5447,0.6614,,,,,,,,,,
,129.013,54.5869,0.6613,,,,,,,,,,
,129.113,54.6292,0.6611,,,,,,,,,,
,129.213,54.6714,0.6613,,,,,,,,,,
,129.313,54.7143,0.662,,,,,,,,,,
,129.413,54.7562,0.6616,,,,,,,,,,
,129.513,54.7991,0.6614,,,,,,,,,,
,129.613,54.8408,0.6616,,,,,,,,,,
,129.713,54.8833,0.662,,,,,,,,,,
,129.813,54.9258,0.6624,,,,,,,,,,
,129.913,54.9676,0.6622,,,,,,,,,,
,130.013,55.0108,0.662,,,,,,,,,,
,130.113,55.0522,0.6621,,,,,,,,,,
,130.213,55.0956,0.6627,,,,,,,,,,
,130.313,55.1371,0.6627,,,,,,,,,,
,130.413,55.1802,0.6627,,,,,,,,,,
,130.513,55.2218,0.6625,,,,,,,,,,
,130.613,55.2643,0.6626,,,,,,,,,,
,130.713,55.3068,0.6631,,,,,,,,,,
,130.813,55.3487,0.663,,,,,,,,,,
,130.913,55.3916,0.6629,,,,,,,,,,
,131.013,55.4333,0.6628,,,,,,,,,,
,131.113,55.4764,0.6636,,,,,,,,,,
,131.213,55.5183,0.6638,,,,,,,,,,
,131.313,55.5609,0.6637,,,,,,,,,,
,131.413,55.6032,0.6634,,,,,,,,,,
,131.513,55.6451,0.6636,,,,,,,,,,
,131.613,55.6878,0.6641,,,,,,,,,,
,131.713,55.7296,0.6637,,,,,,,,,,
,131.813,55.7729,0.6638,,,,,,,,,,
,131.913,55.8144,0.6639,,,,,,,,,,
,132.013,55.8574,0.6643,,,,,,,,,,
,132.113,55.8994,0.6646,,,,,,,,,,
,132.213,55.9416,0.6642,,,,,,,,,,
,132.313,55.984,0.6642,,,,,,,,,,
,132.413,56.0259,0.6644,,,,,,,,,,
,132.513,56.0688,0.6649,,,,,,,,,,
,132.613,56.1107,0.6649,,,,,,,,,,
,132.713,56.154,0.665,,,,,,,,,,
,132.813,56.1957,0.6649,,,,,,,,,,
,132.913,56.2383,0.6655,,,,,,,,,,
,133.013,56.2807,0.6656,,,,,,,,,,
,133.113,56.3223,0.6655,,,,,,,,,,
,133.213,56.3651,0.6656,,,,,,,,,,
,133.313,56.4069,0.6654,,,,,,,,,,
,133.413,56.4501,0.6661,,,,,,,,,,
,133.513,56.4919,0.6664,,,,,,,,,,
,133.613,56.5349,0.6662,,,,,,,,,,
,133.713,56.5767,0.6659,,,,,,,,,,
,133.813,56.6187,0.6662,,,,,,,,,,
,133.913,56.6612,0.6667,,,,,,,,,,
,134.013,56.7032,0.6668,,,,,,,,,,
,134.113,56.7466,0.6669,,,,,,,,,,
,134.213,56.7882,0.6666,,,,,,,,,,
,134.313,56.8312,0.6671,,,,,,,,,,
,134.413,56.8731,0.6672,,,,,,,,,,
,134.513,56.9155,0.6673,,,,,,,,,,
,134.613,56.9577,0.6668,,,,,,,,,,
,134.713,56.9996,0.6672,,,,,,,,,,
,134.813,57.0424,0.6676,,,,,,,,,,
,134.913,57.0845,0.6678,,,,,,,,,,
,135.013,57.1275,0.6676,,,,,,,,,,
,135.113,57.1691,0.6675,,,,,,,,,,
,135.213,57.212,0.6679,,,,,,,,,,
,135.313,57.2539,0.6683,,,,,,,,,,
,135.413,57.2961,0.6682,,,,,,,,,,
,135.513,57.3388,0.6681,,,,,,,,,,
,135.613,57.3805,0.668,,,,,,,,,,
,135.713,57.4237,0.6687,,,,,,,,,,
,135.813,57.4655,0.6686,,,,,,,,,,
,135.913,57.5086,0.6685,,,,,,,,,,
,136.013,57.5503,0.6684,,,,,,,,,,
,136.113,57.5928,0.6689,,,,,,,,,,
,136.213,57.635,0.6691,,,,,,,,,,
,136.313,57.6773,0.6691,,,,,,,,,,
,136.413,57.7197,0.6689,,,,,,,,,,
,136.513,57.7616,0.6688,,,,,,,,,,
,136.613,57.8045,0.669,,,,,,,,,,
,136.713,57.8465,0.6696,,,,,,,,,,
,136.813,57.8895,0.6696,,,,,,,,,,
,136.913,57.9315,0.6692,,,,,,,,,,
,137.013,57.9734,0.6696,,,,,,,,,,
,137.113,58.0161,0.6698,,,,,,,,,,
,137.213,58.0579,0.6698,,,,,,,,,,
,137.313,58.1011,0.6695,,,,,,,,,,
,137.413,58.1428,0.6695,,,,,,,,,,
,137.513,58.186,0.67,,,,,,,,,,
,137.613,58.2278,0.6701,,,,,,,,,,
,137.713,58.2702,0.6702,,,,,,,,,,
,137.813,58.3123,0.6695,,,,,,,,,,
,137.913,58.3541,0.6697,,,,,,,,,,
,138.013,58.397,0.6701,,,,,,,,,,
,138.113,58.4389,0.6705,,,,,,,,,,
,138.213,58.4822,0.6704,,,,,,,,,,
,138.313,58.5241,0.67,,,,,,,,,,
,138.413,58.5667,0.6703,,,,,,,,,,
,138.513,58.6087,0.6703,,,,,,,,,,
,138.613,58.6508,0.6707,,,,,,,,,,
,138.713,58.6934,0.6703,,,,,,,,,,
,138.813,58.7352,0.6698,,,,,,,,,,
,138.913,58.7784,0.6702,,,,,,,,,,
,139.013,58.8202,0.6705,,,,,,,,,,
,139.113,58.8633,0.6708,,,,,,,,,,
,139.213,58.905,0.6702,,,,,,,,,,
,139.313,58.9472,0.6701,,,,,,,,,,
,139.413,58.9895,0.6703,,,,,,,,,,
,139.513,59.0317,0.6705,,,,,,,,,,
,139.613,59.0746,0.6702,,,,,,,,,,
,139.713,59.1166,0.67,,,,,,,,,,
,139.813,59.1591,0.6702,,,,,,,,,,
,139.913,59.2014,0.6707,,,,,,,,,,
,140.013,59.244,0.6703,,,,,,,,,,
,140.113,59.2861,0.6701,,,,,,,,,,
,140.213,59.328,0.6698,,,,,,,,,,
,140.313,59.371,0.6706,,,,,,,,,,
,140.413,59.4126,0.6702,,,,,,,,,,
,140.513,59.4559,0.6702,,,,,,,,,,
,140.613,59.4974,0.67,,,,,,,,,,
,140.713,59.5404,0.6703,,,,,,,,,,
,140.813,59.5823,0.6707,,,,,,,,,,
,140.913,59.6247,0.6703,,,,,,,,,,
,141.013,59.6671,0.6702,,,,,,,,,,
,141.113,59.709,0.6701,,,,,,,,,,
,141.213,59.7518,0.6705,,,,,,,,,,
,141.313,59.7937,0.6706,,,,,,,,,,
,141.413,59.8368,0.6704,,,,,,,,,,
,141.513,59.8787,0.6701,,,,,,,,,,
,141.613,59.9214,0.6706,,,,,,,,,,
,141.713,59.9633,0.6708,,,,,,,,,,
,141.813,60.0057,0.6704,,,,,,,,,,
,141.913,60.0479,0.6703,,,,,,,,,,
,142.013,60.0898,0.6704,,,,,,,,,,
,142.113,60.1329,0.6709,,,,,,,,,,
,142.213,60.1748,0.6709,,,,,,,,,,
,142.313,60.2179,0.6707,,,,,,,,,,
,142.413,60.2598,0.6705,,,,,,,,,,
,142.513,60.3021,0.6708,,,,,,,,,,
,142.613,60.3444,0.671,,,,,,,,,,
