Results Table 1,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,
1,pc-1,3.1,12.75,93.95,25.4,,,,,,,,
2,pc-5,3.07,12.75,91.95,127,,,,,,,,
3,pc-20,3.07,12.7,89.1,508,,,,,,,,
,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,61.552,26.0313,1.9948,,,,,,,,,,
,61.652,26.0731,1.995,,,,,,,,,,
,61.752,26.1159,1.9948,,,,,,,,,,
,61.852,26.158,1.9949,,,,,,,,,,
,61.952,26.1998,1.9945,,,,,,,,,,
,62.052,26.2428,1.9954,,,,,,,,,,
,62.152,26.2845,1.9947,,,,,,,,,,
,62.252,26.3275,1.995,,,,,,,,,,
,62.352,26.3693,1.9952,,,,,,,,,,
,62.452,26.4122,1.9952,,,,,,,,,,
,62.552,26.4544,1.9956,,,,,,,,,,
,62.652,26.4964,1.9951,,,,,,,,,,
,62.752,26.5388,1.9953,,,,,,,,,,
,62.852,26.5808,1.9952,,,,,,,,,,
,62.952,26.6238,1.9958,,,,,,,,,,
,63.052,26.6657,1.9955,,,,,,,,,,
,63.152,26.7089,1.996,,,,,,,,,,
,63.252,26.7508,1.9961,,,,,,,,,,
,63.352,26.7926,1.9955,,,,,,,,,,
,63.452,26.8353,1.996,,,,,,,,,,
,63.552,26.8769,1.9954,,,,,,,,,,
,63.652,26.9201,1.9962,,,,,,,,,,
,63.752,26.9617,1.9959,,,,,,,,,,
,63.852,27.0051,1.9964,,,,,,,,,,
,63.952,27.047,1.9967,,,,,,,,,,
,64.052,27.0896,1.9965,,,,,,,,,,
,64.152,27.1314,1.9965,,,,,,,,,,
,64.252,27.1735,1.9963,,,,,,,,,,
,64.352,27.2162,1.9967,,,,,,,,,,
,64.452,27.2583,1.9966,,,,,,,,,,
,64.552,27.3015,1.9971,,,,,,,,,,
,64.652,27.3432,1.9969,,,,,,,,,,
,64.752,27.386,1.997,,,,,,,,,,
,64.852,27.4279,1.9971,,,,,,,,,,
,64.952,27.4701,1.9968,,,,,,,,,,
,65.052,27.5125,1.9971,,,,,,,,,,
,65.152,27.5543,1.9968,,,,,,,,,,
,65.252,27.5973,1.9972,,,,,,,,,,
,65.352,27.6394,1.9973,,,,,,,,,,
,65.452,27.6823,1.9973,,,,,,,,,,
,65.552,27.7241,1.9975,,,,,,,,,,
,65.652,27.7667,1.9973,,,,,,,,,,
,65.752,27.8089,1.9973,,,,,,,,,,
,65.852,27.8509,1.997,,,,,,,,,,
,65.952,27.8939,1.9976,,,,,,,,,,
,66.052,27.9355,1.997,,,,,,,,,,
,66.152,27.9787,1.9974,,,,,,,,,,
,66.252,28.0205,1.9972,,,,,,,,,,
,66.352,28.0633,1.9975,,,,,,,,,,
,66.452,28.1053,1.9975,,,,,,,,,,
,66.552,28.1472,1.9968,,,,,,,,,,
,66.652,28.19,1.9975,,,,,,,,,,
,66.752,28.2318,1.9969,,,,,,,,,,
,66.852,28.2748,1.9977,,,,,,,,,,
,66.952,28.3162,1.9972,,,,,,,,,,
,67.052,28.3598,1.9978,,,,,,,,,,
,67.152,28.4014,1.9978,,,,,,,,,,
,67.252,28.4444,1.998,,,,,,,,,,
,67.352,28.4864,1.9983,,,,,,,,,,
,67.452,28.5285,1.9978,,,,,,,,,,
,67.552,28.5709,1.9982,,,,,,,,,,
,67.652,28.6128,1.9981,,,,,,,,,,
,67.752,28.6557,1.9984,,,,,,,,,,
,67.852,28.6977,1.9983,,,,,,,,,,
,67.952,28.7406,1.9987,,,,,,,,,,
,68.052,28.7827,1.9988,,,,,,,,,,
,68.152,28.8249,1.9986,,,,,,,,,,
,68.252,28.8671,1.9989,,,,,,,,,,
,68.352,28.909,1.9983,,,,,,,,,,
,68.452,28.9519,1.9991,,,,,,,,,,
,68.552,28.9939,1.9989,,,,,,,,,,
,68.652,29.0371,1.9995,,,,,,,,,,
,68.752,29.079,1.9993,,,,,,,,,,
,68.852,29.1216,1.9995,,,,,,,,,,
,68.952,29.1636,1.9995,,,,,,,,,,
,69.052,29.2056,1.999,,,,,,,,,,
,69.152,29.2483,1.9994,,,,,,,,,,
,69.252,29.29,1.9988,,,,,,,,,,
,69.352,29.3332,1.9997,,,,,,,,,,
,69.452,29.3752,1.9994,,,,,,,,,,
,69.552,29.4181,1.9997,,,,,,,,,,
,69.652,29.4599,1.9997,,,,,,,,,,
,69.752,29.5018,1.9989,,,,,,,,,,
,69.852,29.5445,1.9996,,,,,,,,,,
,69.952,29.5864,1.9991,,,,,,,,,,
,70.052,29.6297,2.0002,,,,,,,,,,
,70.152,29.6714,1.9993,,,,,,,,,,
,70.252,29.7146,2.0001,,,,,,,,,,
,70.352,29.7561,1.9997,,,,,,,,,,
,70.452,29.7987,1.9997,,,,,,,,,,
,70.552,29.8409,1.9999,,,,,,,,,,
,70.652,29.8828,1.9994,,,,,,,,,,
,70.752,29.9256,1.9999,,,,,,,,,,
,70.852,29.9676,1.9994,,,,,,,,,,
,70.952,30.0106,2,,,,,,,,,,
,71.052,30.0523,1.9998,,,,,,,,,,
,71.152,30.0951,1.9997,,,,,,,,,,
,71.252,30.1372,2,,,,,,,,,,
,71.352,30.1796,1.9997,,,,,,,,,,
,71.452,30.2221,1.9999,,,,,,,,,,
,71.552,30.2639,1.9993,,,,,,,,,,
,71.652,30.3069,2.0001,,,,,,,,,,
,71.752,30.3485,1.9995,,,,,,,,,,
,71.852,30.3917,2.0001,,,,,,,,,,
,71.952,30.4334,1.9997,,,,,,,,,,
,72.052,30.476,2,,,,,,,,,,
,72.152,30.5183,1.9998,,,,,,,,,,
,72.252,30.5604,1.9997,,,,,,,,,,
,72.352,30.6029,2.0002,,,,,,,,,,
,72.452,30.6447,1.9995,,,,,,,,,,
,72.552,30.6877,2.0004,,,,,,,,,,
,72.652,30.7297,2.0001,,,,,,,,,,
,72.752,30.7728,2.0005,,,,,,,,,,
,72.852,30.8148,2.0004,,,,,,,,,,
,72.952,30.8569,2.0003,,,,,,,,,,
,73.052,30.8991,2.0003,,,,,,,,,,
,73.152,30.9411,2.0002,,,,,,,,,,
,73.252,30.9841,2.0011,,,,,,,,,,
,73.352,31.026,2.0005,,,,,,,,,,
,73.452,31.0689,2.0009,,,,,,,,,,
,73.552,31.111,2.0009,,,,,,,,,,
,73.652,31.1535,2.001,,,,,,,,,,
,73.752,31.1955,2.0008,,,,,,,,,,
,73.852,31.2374,2.0006,,,,,,,,,,
,73.952,31.2801,2.001,,,,,,,,,,
,74.052,31.3221,2.0008,,,,,,,,,,
,74.152,31.3654,2.0016,,,,,,,,,,
,74.252,31.4073,2.001,,,,,,,,,,
,74.352,31.45,2.0014,,,,,,,,,,
,74.452,31.4919,2.0011,,,,,,,,,,
,74.552,31.5341,2.0011,,,,,,,,,,
,74.652,31.5766,2.0017,,,,,,,,,,
,74.752,31.6185,2.0007,,,,,,,,,,
,74.852,31.6614,2.0015,,,,,,,,,,
,74.952,31.7033,2.0011,,,,,,,,,,
,75.052,31.7464,2.0018,,,,,,,,,,
,75.152,31.7881,2.0011,,,,,,,,,,
,75.252,31.8306,2.0013,,,,,,,,,,
,75.352,31.8728,2.0015,,,,,,,,,,
,75.452,31.9149,2.001,,,,,,,,,,
,75.552,31.9578,2.002,,,,,,,,,,
,75.652,31.9995,2.0013,,,,,,,,,,
,75.752,32.0427,2.002,,,,,,,,,,
,75.852,32.0845,2.0018,,,,,,,,,,
,75.952,32.1274,2.0021,,,,,,,,,,
,76.052,32.1692,2.002,,,,,,,,,,
,76.152,32.2115,2.002,,,,,,,,,,
,76.252,32.2537,2.0022,,,,,,,,,,
,76.352,32.2959,2.0019,,,,,,,,,,
,76.452,32.3388,2.0022,,,,,,,,,,
,76.552,32.3806,2.0022,,,,,,,,,,
,76.652,32.4233,2.0023,,,,,,,,,,
,76.752,32.4655,2.0026,,,,,,,,,,
,76.852,32.508,2.0024,,,,,,,,,,
,76.952,32.5505,2.0029,,,,,,,,,,
,77.052,32.5922,2.0022,,,,,,,,,,
,77.152,32.6351,2.0027,,,,,,,,,,
,77.252,32.6767,2.0024,,,,,,,,,,
,77.352,32.7201,2.003,,,,,,,,,,
,77.452,32.7618,2.0031,,,,,,,,,,
,77.552,32.8047,2.003,,,,,,,,,,
,77.652,32.8466,2.0033,,,,,,,,,,
,77.752,32.889,2.0027,,,,,,,,,,
,77.852,32.9311,2.003,,,,,,,,,,
,77.952,32.9731,2.0028,,,,,,,,,,
,78.052,33.016,2.0031,,,,,,,,,,
,78.152,33.0578,2.0031,,,,,,,,,,
,78.252,33.1011,2.0037,,,,,,,,,,
,78.352,33.143,2.0034,,,,,,,,,,
,78.452,33.1853,2.0033,,,,,,,,,,
,78.552,33.2275,2.0035,,,,,,,,,,
,78.652,33.2696,2.0031,,,,,,,,,,
,78.752,33.3124,2.0034,,,,,,,,,,
,78.852,33.3541,2.0032,,,,,,,,,,
,78.952,33.3972,2.0033,,,,,,,,,,
,79.052,33.4391,2.0038,,,,,,,,,,
,79.152,33.4821,2.0035,,,,,,,,,,
,79.252,33.5239,2.0037,,,,,,,,,,
,79.352,33.5661,2.0034,,,,,,,,,,
,79.452,33.6083,2.0033,,,,,,,,,,
,79.552,33.6503,2.0032,,,,,,,,,,
,79.652,33.6935,2.004,,,,,,,,,,
,79.752,33.7354,2.0038,,,,,,,,,,
,79.852,33.7783,2.004,,,,,,,,,,
,79.952,33.8202,2.004,,,,,,,,,,
,80.052,33.8627,2.004,,,,,,,,,,
,80.152,33.9051,2.0044,,,,,,,,,,
,80.252,33.9467,2.0037,,,,,,,,,,
,80.352,33.9899,2.0045,,,,,,,,,,
,80.452,34.0315,2.0038,,,,,,,,,,
,80.552,34.0747,2.0043,,,,,,,,,,
,80.652,34.1164,2.0042,,,,,,,,,,
,80.752,34.1593,2.0043,,,,,,,,,,
,80.852,34.2009,2.0044,,,,,,,,,,
,80.952,34.2435,2.0041,,,,,,,,,,
,81.052,34.2858,2.0046,,,,,,,,,,
,81.152,34.3279,2.004,,,,,,,,,,
,81.252,34.3708,2.0044,,,,,,,,,,
,81.352,34.4126,2.004,,,,,,,,,,
,81.452,34.4556,2.0045,,,,,,,,,,
,81.552,34.4977,2.0044,,,,,,,,,,
,81.652,34.5399,2.004,,,,,,,,,,
,81.752,34.5824,2.0044,,,,,,,,,,
,81.852,34.6243,2.0039,,,,,,,,,,
,81.952,34.667,2.0043,,,,,,,,,,
,82.052,34.7088,2.0042,,,,,,,,,,
,82.152,34.7518,2.0044,,,,,,,,,,
,82.252,34.7936,2.0043,,,,,,,,,,
,82.352,34.8367,2.0048,,,,,,,,,,
,82.452,34.8788,2.0049,,,,,,,,,,
,82.552,34.9208,2.0046,,,,,,,,,,
,82.652,34.9631,2.0048,,,,,,,,,,
,82.752,35.0048,2.0043,,,,,,,,,,
,82.852,35.0482,2.0052,,,,,,,,,,
,82.952,35.09,2.0048,,,,,,,,,,
,83.052,35.1333,2.0054,,,,,,,,,,
,83.152,35.1749,2.0051,,,,,,,,,,
,83.252,35.2174,2.0049,,,,,,,,,,
,83.352,35.2595,2.0051,,,,,,,,,,
,83.452,35.3015,2.0046,,,,,,,,,,
,83.552,35.3442,2.0051,,,,,,,,,,
,83.652,35.3862,2.0046,,,,,,,,,,
,83.752,35.4294,2.0052,,,,,,,,,,
,83.852,35.4712,2.0054,,,,,,,,,,
,83.952,35.5141,2.0054,,,,,,,,,,
,84.052,35.5557,2.0052,,,,,,,,,,
,84.152,35.598,2.005,,,,,,,,,,
,84.252,35.6405,2.0054,,,,,,,,,,
,84.352,35.6826,2.0051,,,,,,,,,,
,84.452,35.7256,2.0055,,,,,,,,,,
,84.552,35.7674,2.0053,,,,,,,,,,
,84.652,35.8104,2.0056,,,,,,,,,,
,84.752,35.8522,2.0055,,,,,,,,,,
,84.852,35.8944,2.0053,,,,,,,,,,
,84.952,35.9368,2.0057,,,,,,,,,,
,85.052,35.9787,2.0051,,,,,,,,,,
,85.152,36.0218,2.0059,,,,,,,,,,
,85.252,36.0636,2.0052,,,,,,,,,,
,85.352,36.1066,2.0061,,,,,,,,,,
,85.452,36.1484,2.0055,,,,,,,,,,
,85.552,36.1912,2.0059,,,,,,,,,,
,85.652,36.2333,2.0061,,,,,,,,,,
,85.752,36.2755,2.0054,,,,,,,,,,
,85.852,36.3182,2.006,,,,,,,,,,
,85.952,36.3597,2.0053,,,,,,,,,,
,86.052,36.4029,2.0063,,,,,,,,,,
,86.152,36.4446,2.0056,,,,,,,,,,
,86.252,36.4877,2.0065,,,,,,,,,,
,86.352,36.5292,2.0055,,,,,,,,,,
,86.452,36.572,2.0059,,,,,,,,,,
,86.552,36.6142,2.0061,,,,,,,,,,
,86.652,36.6564,2.006,,,,,,,,,,
,86.752,36.6988,2.0062,,,,,,,,,,
,86.852,36.7408,2.0056,,,,,,,,,,
,86.952,36.7838,2.0065,,,,,,,,,,
,87.052,36.8259,2.006,,,,,,,,,,
,87.152,36.8689,2.0066,,,,,,,,,,
,87.252,36.9107,2.0061,,,,,,,,,,
,87.352,36.9527,2.0058,,,,,,,,,,
,87.452,36.9953,2.0061,,,,,,,,,,
,87.552,37.037,2.0054,,,,,,,,,,
,87.652,37.0801,2.0063,,,,,,,,,,
,87.752,37.1217,2.0057,,,,,,,,,,
,87.852,37.1651,2.0063,,,,,,,,,,
,87.952,37.2071,2.006,,,,,,,,,,
,88.052,37.2493,2.0057,,,,,,,,,,
,88.152,37.2914,2.0058,,,,,,,,,,
,88.252,37.3334,2.0055,,,,,,,,,,
,88.352,37.3763,2.0062,,,,,,,,,,
,88.452,37.4182,2.0057,,,,,,,,,,
,88.552,37.4615,2.0063,,,,,,,,,,
,88.652,37.5033,2.006,,,,,,,,,,
,88.752,37.5458,2.0059,,,,,,,,,,
,88.852,37.588,2.0062,,,,,,,,,,
,88.952,37.63,2.0055,,,,,,,,,,
,89.052,37.6725,2.0062,,,,,,,,,,
,89.152,37.7143,2.0056,,,,,,,,,,
,89.252,37.7576,2.0062,,,,,,,,,,
,89.352,37.7994,2.0062,,,,,,,,,,
,89.452,37.8424,2.0061,,,,,,,,,,
,89.552,37.8839,2.0057,,,,,,,,,,
,89.652,37.9265,2.006,,,,,,,,,,
,89.752,37.9689,2.0059,,,,,,,,,,
,89.852,38.011,2.0058,,,,,,,,,,
,89.952,38.0538,2.0061,,,,,,,,,,
,90.052,38.0957,2.0059,,,,,,,,,,
,90.152,38.1386,2.0061,,,,,,,,,,
,90.252,38.1805,2.006,,,,,,,,,,
,90.352,38.2231,2.0059,,,,,,,,,,
,90.452,38.2651,2.006,,,,,,,,,,
,90.552,38.3072,2.0056,,,,,,,,,,
,90.652,38.3501,2.0064,,,,,,,,,,
,90.752,38.3917,2.0056,,,,,,,,,,
,90.852,38.4349,2.0061,,,,,,,,,,
,90.952,38.4765,2.0057,,,,,,,,,,
,91.052,38.5195,2.0062,,,,,,,,,,
,91.152,38.5615,2.0061,,,,,,,,,,
,91.252,38.604,2.0058,,,,,,,,,,
,91.352,38.6464,2.0062,,,,,,,,,,
,91.452,38.6883,2.0054,,,,,,,,,,
,91.552,38.7312,2.006,,,,,,,,,,
,91.652,38.7729,2.0053,,,,,,,,,,
,91.752,38.8159,2.0058,,,,,,,,,,
,91.852,38.8577,2.0053,,,,,,,,,,
,91.952,38.9004,2.0056,,,,,,,,,,
,92.052,38.9427,2.0059,,,,,,,,,,
,92.152,38.9848,2.0053,,,,,,,,,,
,92.252,39.0272,2.0061,,,,,,,,,,
,92.352,39.0688,2.005,,,,,,,,,,
,92.452,39.1121,2.0061,,,,,,,,,,
,92.552,39.154,2.0057,,,,,,,,,,
,92.652,39.1972,2.0061,,,,,,,,,,
,92.752,39.2391,2.0059,,,,,,,,,,
,92.852,39.2814,2.0057,,,,,,,,,,
,92.952,39.3237,2.0061,,,,,,,,,,
,93.052,39.3654,2.0051,,,,,,,,,,
,93.152,39.4084,2.0059,,,,,,,,,,
,93.252,39.4502,2.0056,,,,,,,,,,
,93.352,39.4934,2.0062,,,,,,,,,,
,93.452,39.5352,2.0059,,,,,,,,,,
,93.552,39.5778,2.0063,,,,,,,,,,
,93.652,39.6198,2.0061,,,,,,,,,,
,93.752,39.6618,2.0057,,,,,,,,,,
,93.852,39.7045,2.0062,,,,,,,,,,
,93.952,39.7465,2.0058,,,,,,,,,,
,94.052,39.7897,2.0063,,,,,,,,,,
,94.152,39.8315,2.006,,,,,,,,,,
,94.252,39.8744,2.0066,,,,,,,,,,
,94.352,39.9162,2.0062,,,,,,,,,,
,94.452,39.9586,2.0061,,,,,,,,,,
,94.552,40.0007,2.006,,,,,,,,,,
,94.652,40.0429,2.0058,,,,,,,,,,
,94.752,40.0857,2.0063,,,,,,,,,,
,94.852,40.1277,2.0058,,,,,,,,,,
,94.952,40.1706,2.0063,,,,,,,,,,
,95.052,40.2124,2.0062,,,,,,,,,,
,95.152,40.2549,2.0062,,,,,,,,,,
,95.252,40.2973,2.0061,,,,,,,,,,
,95.352,40.3394,2.0058,,,,,,,,,,
,95.452,40.3821,2.0064,,,,,,,,,,
,95.552,40.4238,2.0055,,,,,,,,,,
,95.652,40.467,2.0064,,,,,,,,,,
,95.752,40.5088,2.0057,,,,,,,,,,
,95.852,40.5516,2.0061,,,,,,,,,,
,95.952,40.5936,2.006,,,,,,,,,,
,96.052,40.6357,2.0058,,,,,,,,,,
,96.152,40.6783,2.0057,,,,,,,,,,
,96.252,40.7201,2.0052,,,,,,,,,,
,96.352,40.7632,2.006,,,,,,,,,,
,96.452,40.8048,2.0052,,,,,,,,,,
,96.552,40.8479,2.0058,,,,,,,,,,
,96.652,40.8897,2.0056,,,,,,,,,,
,96.752,40.9327,2.006,,,,,,,,,,
,96.852,40.9747,2.0061,,,,,,,,,,
,96.952,41.0167,2.0055,,,,,,,,,,
,97.052,41.0593,2.0062,,,,,,,,,,
,97.152,41.1011,2.0055,,,,,,,,,,
,97.252,41.1441,2.0061,,,,,,,,,,
,97.352,41.1861,2.0057,,,,,,,,,,
,97.452,41.2289,2.0063,,,,,,,,,,
,97.552,41.271,2.0057,,,,,,,,,,
,97.652,41.3135,2.0062,,,,,,,,,,
,97.752,41.3554,2.0059,,,,,,,,,,
,97.852,41.3974,2.0056,,,,,,,,,,
,97.952,41.4402,2.0063,,,,,,,,,,
,98.052,41.4822,2.0055,,,,,,,,,,
,98.152,41.5254,2.0063,,,,,,,,,,
,98.252,41.5673,2.0059,,,,,,,,,,
,98.352,41.6098,2.006,,,,,,,,,,
,98.452,41.6521,2.006,,,,,,,,,,
,98.552,41.694,2.0054,,,,,,,,,,
,98.652,41.7366,2.0061,,,,,,,,,,
,98.752,41.7785,2.0054,,,,,,,,,,
,98.852,41.8213,2.0061,,,,,,,,,,
,98.952,41.8635,2.0057,,,,,,,,,,
,99.052,41.9064,2.0062,,,,,,,,,,
,99.152,41.9482,2.0059,,,,,,,,,,
,99.252,41.9902,2.0057,,,,,,,,,,
,99.352,42.0329,2.0063,,,,,,,,,,
,99.452,42.0747,2.0057,,,,,,,,,,
,99.552,42.1179,2.0064,,,,,,,,,,
,99.652,42.1596,2.0056,,,,,,,,,,
,99.752,42.2028,2.0063,,,,,,,,,,
,99.852,42.2445,2.0054,,,,,,,,,,
,99.952,42.2872,2.006,,,,,,,,,,
,100.052,42.3292,2.0057,,,,,,,,,,
,100.152,42.3714,2.0056,,,,,,,,,,
,100.252,42.4138,2.0054,,,,,,,,,,
,100.352,42.456,2.005,,,,,,,,,,
,100.452,42.4988,2.0057,,,,,,,,,,
,100.552,42.5407,2.005,,,,,,,,,,
,100.652,42.5834,2.0056,,,,,,,,,,
,100.752,42.6254,2.0056,,,,,,,,,,
,100.852,42.668,2.0055,,,,,,,,,,
,100.952,42.7104,2.0054,,,,,,,,,,
,101.052,42.7522,2.0049,,,,,,,,,,
,101.152,42.7952,2.0055,,,,,,,,,,
,101.252,42.8369,2.0048,,,,,,,,,,
,101.352,42.88,2.0053,,,,,,,,,,
,101.452,42.9218,2.005,,,,,,,,,,
,101.552,42.9644,2.0051,,,,,,,,,,
,101.652,43.0066,2.005,,,,,,,,,,
,101.752,43.0488,2.0047,,,,,,,,,,
,101.852,43.0913,2.0049,,,,,,,,,,
,101.952,43.133,2.0043,,,,,,,,,,
,102.052,43.1758,2.0047,,,,,,,,,,
,102.152,43.218,2.0045,,,,,,,,,,
,102.252,43.2611,2.0054,,,,,,,,,,
,102.352,43.303,2.0049,,,,,,,,,,
,102.452,43.3452,2.0049,,,,,,,,,,
,102.552,43.3876,2.005,,,,,,,,,,
,102.652,43.4295,2.0045,,,,,,,,,,
,102.752,43.4724,2.0054,,,,,,,,,,
,102.852,43.5143,2.0048,,,,,,,,,,
,102.952,43.5576,2.0054,,,,,,,,,,
,103.052,43.5993,2.0048,,,,,,,,,,
,103.152,43.642,2.0052,,,,,,,,,,
,103.252,43.6837,2.0045,,,,,,,,,,
,103.352,43.7258,2.0045,,,,,,,,,,
,103.452,43.7685,2.0047,,,,,,,,,,
,103.552,43.8104,2.0045,,,,,,,,,,
,103.652,43.8536,2.0052,,,,,,,,,,
,103.752,43.8955,2.0044,,,,,,,,,,
,103.852,43.9383,2.0053,,,,,,,,,,
,103.952,43.9802,2.0044,,,,,,,,,,
,104.052,44.0224,2.0047,,,,,,,,,,
,104.152,44.065,2.0047,,,,,,,,,,
,104.252,44.1067,2.0043,,,,,,,,,,
,104.352,44.1499,2.0051,,,,,,,,,,
,104.452,44.1916,2.0042,,,,,,,,,,
,104.552,44.2348,2.0054,,,,,,,,,,
,104.652,44.2764,2.0045,,,,,,,,,,
,104.752,44.319,2.005,,,,,,,,,,
,104.852,44.3611,2.0046,,,,,,,,,,
,104.952,44.4033,2.0046,,,,,,,,,,
,105.052,44.446,2.0047,,,,,,,,,,
,105.152,44.488,2.0046,,,,,,,,,,
,105.252,44.5309,2.0051,,,,,,,,,,
,105.352,44.5727,2.0046,,,,,,,,,,
,105.452,44.6156,2.0053,,,,,,,,,,
,105.552,44.6577,2.0046,,,,,,,,,,
,105.652,44.6999,2.0049,,,,,,,,,,
,105.752,44.7422,2.0048,,,,,,,,,,
,105.852,44.7843,2.0048,,,,,,,,,,
,105.952,44.8269,2.0047,,,,,,,,,,
,106.052,44.869,2.0046,,,,,,,,,,
,106.152,44.9119,2.0051,,,,,,,,,,
,106.252,44.9537,2.0046,,,,,,,,,,
,106.352,44.9965,2.0052,,,,,,,,,,
,106.452,45.0386,2.0048,,,,,,,,,,
,106.552,45.0806,2.0049,,,,,,,,,,
,106.652,45.1233,2.0049,,,,,,,,,,
,106.752,45.165,2.0048,,,,,,,,,,
,106.852,45.2082,2.0048,,,,,,,,,,
,106.952,45.2502,2.005,,,,,,,,,,
,107.052,45.293,2.005,,,,,,,,,,
,107.152,45.335,2.0048,,,,,,,,,,
,107.252,45.3772,2.0048,,,,,,,,,,
,107.352,45.4195,2.0047,,,,,,,,,,
,107.452,45.4613,2.0049,,,,,,,,,,
,107.552,45.5043,2.0049,,,,,,,,,,
,107.652,45.5461,2.0048,,,,,,,,,,
,107.752,45.5895,2.0052,,,,,,,,,,
,107.852,45.6312,2.0052,,,,,,,,,,
,107.952,45.6738,2.0051,,,,,,,,,,
,108.052,45.7157,2.0048,,,,,,,,,,
,108.152,45.7579,2.0047,,,,,,,,,,
,108.252,45.8007,2.005,,,,,,,,,,
,108.352,45.8426,2.0051,,,,,,,,,,
,108.452,45.8858,2.005,,,,,,,,,,
,108.552,45.9274,2.005,,,,,,,,,,
,108.652,45.9703,2.0053,,,,,,,,,,
,108.752,46.0123,2.0049,,,,,,,,,,
,108.852,46.0545,2.0049,,,,,,,,,,
,108.952,46.0965,2.0048,,,,,,,,,,
,109.052,46.1388,2.0048,,,,,,,,,,
,109.152,46.1818,2.005,,,,,,,,,,
,109.252,46.2238,2.005,,,,,,,,,,
,109.352,46.2667,2.0049,,,,,,,,,,
,109.452,46.3085,2.0051,,,,,,,,,,
,109.552,46.3511,2.0048,,,,,,,,,,
,109.652,46.3933,2.0054,,,,,,,,,,
,109.752,46.4353,2.0048,,,,,,,,,,
,109.852,46.4781,2.0053,,,,,,,,,,
,109.952,46.5198,2.0047,,,,,,,,,,
,110.052,46.5631,2.0053,,,,,,,,,,
,110.152,46.6046,2.0047,,,,,,,,,,
,110.252,46.6476,2.0052,,,,,,,,,,
,110.352,46.6893,2.0052,,,,,,,,,,
,110.452,46.7318,2.0054,,,,,,,,,,
,110.552,46.7743,2.0054,,,,,,,,,,
,110.652,46.8162,2.005,,,,,,,,,,
,110.752,46.8591,2.0056,,,,,,,,,,
,110.852,46.9009,2.0049,,,,,,,,,,
,110.952,46.944,2.0056,,,,,,,,,,
,111.052,46.9858,2.0054,,,,,,,,,,
,111.152,47.0285,2.0054,,,,,,,,,,
,111.252,47.0706,2.0053,,,,,,,,,,
,111.352,47.1127,2.0048,,,,,,,,,,
,111.452,47.1554,2.0053,,,,,,,,,,
,111.552,47.1972,2.0046,,,,,,,,,,
,111.652,47.2403,2.0054,,,,,,,,,,
,111.752,47.2817,2.0043,,,,,,,,,,
,111.852,47.325,2.0053,,,,,,,,,,
,111.952,47.3671,2.0046,,,,,,,,,,
,112.052,47.4091,2.0048,,,,,,,,,,
,112.152,47.4513,2.0044,,,,,,,,,,
,112.252,47.4934,2.0043,,,,,,,,,,
,112.352,47.5364,2.0048,,,,,,,,,,
,112.452,47.5784,2.0046,,,,,,,,,,
,112.552,47.6216,2.0051,,,,,,,,,,
,112.652,47.6635,2.0047,,,,,,,,,,
,112.752,47.7058,2.005,,,,,,,,,,
,112.852,47.7479,2.0041,,,,,,,,,,
,112.952,47.7898,2.0044,,,,,,,,,,
,113.052,47.8325,2.0042,,,,,,,,,,
,113.152,47.8744,2.0041,,,,,,,,,,
,113.252,47.9178,2.0045,,,,,,,,,,
,113.352,47.9596,2.0043,,,,,,,,,,
,113.452,48.0023,2.0046,,,,,,,,,,
,113.552,48.0439,2.004,,,,,,,,,,
,113.652,48.0864,2.0046,,,,,,,,,,
,113.752,48.1288,2.0038,,,,,,,,,,
,113.852,48.1708,2.0041,,,,,,,,,,
,113.952,48.2138,2.0038,,,,,,,,,,
,114.052,48.256,2.0039,,,,,,,,,,
,114.152,48.2986,2.0039,,,,,,,,,,
,114.252,48.3406,2.0039,,,,,,,,,,
,114.352,48.383,2.0039,,,,,,,,,,
,114.452,48.4249,2.0036,,,,,,,,,,
,114.552,48.4673,2.0036,,,,,,,,,,
,114.652,48.5101,2.0038,,,,,,,,,,
,114.752,48.5518,2.0034,,,,,,,,,,
,114.852,48.5951,2.0038,,,,,,,,,,
,114.952,48.6365,2.0034,,,,,,,,,,
,115.052,48.6794,2.0037,,,,,,,,,,
,115.152,48.7216,2.0038,,,,,,,,,,
,115.252,48.7638,2.0036,,,,,,,,,,
,115.352,48.8063,2.0036,,,,,,,,,,
,115.452,48.8483,2.0034,,,,,,,,,,
,115.552,48.8911,2.0033,,,,,,,,,,
,115.652,48.933,2.0035,,,,,,,,,,
,115.752,48.976,2.0036,,,,,,,,,,
,115.852,49.0177,2.0035,,,,,,,,,,
,115.952,49.0604,2.0034,,,,,,,,,,
,116.052,49.1027,2.0036,,,,,,,,,,
,116.152,49.1445,2.0031,,,,,,,,,,
,116.252,49.1873,2.0035,,,,,,,,,,
,116.352,49.2291,2.0031,,,,,,,,,,
,116.452,49.2721,2.0033,,,,,,,,,,
,116.552,49.314,2.0035,,,,,,,,,,
,116.652,49.3571,2.0036,,,,,,,,,,
