Results Table 1,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,
1,pc-1,3.1,12.75,93.95,25.4,,,,,,,,
2,pc-5,3.07,12.75,91.95,127,,,,,,,,
3,pc-20,3.07,12.7,89.1,508,,,,,,,,
,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,22.152,9.3512,1.9694,,,14.254,30.0608,2.137,,,11.332,95.518,2.0621
,22.252,9.3944,1.9687,,,14.354,30.2723,2.1374,,,11.333,95.5265,1.993
,22.352,9.4359,1.9674,,,14.454,30.4844,2.1381,,,11.334,95.5349,1.9222
,22.452,9.479,1.9674,,,14.554,30.6961,2.1385,,,11.335,95.5434,1.8502
,22.552,9.5208,1.9659,,,14.654,30.9075,2.1386,,,11.336,95.5519,1.7773
,22.652,9.5632,1.9654,,,14.754,31.1192,2.1393,,,11.337,95.5603,1.7039
,22.752,9.6055,1.9643,,,14.854,31.3309,2.1393,,,11.338,95.5688,1.6302
,22.852,9.6476,1.9635,,,14.954,31.5427,2.1399,,,11.339,95.5773,1.5567
,22.952,9.6903,1.9631,,,15.054,31.7542,2.1401,,,11.34,95.5858,1.4835
,23.052,9.7321,1.9623,,,15.154,31.9656,2.1403,,,,,
,23.152,9.7752,1.9624,,,15.254,32.178,2.1411,,,,,
,23.252,9.8169,1.9608,,,15.354,32.389,2.1411,,,,,
,23.352,9.86,1.9612,,,15.454,32.6006,2.1417,,,,,
,23.452,9.902,1.96,,,15.554,32.8128,2.1424,,,,,
,23.552,9.9441,1.9594,,,15.654,33.0244,2.1426,,,,,
,23.652,9.9867,1.9589,,,15.754,33.2357,2.1423,,,,,
,23.752,10.0285,1.9578,,,15.854,33.4478,2.1429,,,,,
,23.852,10.0716,1.9582,,,15.954,33.6592,2.1429,,,,,
,23.952,10.1133,1.957,,,16.054,33.8709,2.1433,,,,,
,24.052,10.1563,1.9573,,,16.154,34.0829,2.1438,,,,,
,24.152,10.1982,1.9564,,,16.254,34.294,2.1434,,,,,
,24.252,10.2408,1.9563,,,16.354,34.5058,2.1443,,,,,
,24.352,10.2828,1.956,,,16.454,34.7179,2.1443,,,,,
,24.452,10.3248,1.9554,,,16.554,34.9288,2.144,,,,,
,24.552,10.3673,1.9554,,,16.654,35.1407,2.1445,,,,,
,24.652,10.4096,1.9551,,,16.754,35.3529,2.1449,,,,,
,24.752,10.4528,1.9558,,,16.854,35.5642,2.1451,,,,,
,24.852,10.4947,1.9557,,,16.954,35.776,2.1453,,,,,
,24.952,10.5373,1.9554,,,17.054,35.9874,2.1453,,,,,
,25.052,10.5792,1.9558,,,17.154,36.1993,2.1457,,,,,
,25.152,10.6213,1.9552,,,17.254,36.4111,2.1464,,,,,
,25.252,10.664,1.9557,,,17.354,36.6224,2.1461,,,,,
,25.352,10.7058,1.9556,,,17.454,36.8343,2.1467,,,,,
,25.452,10.7489,1.9564,,,17.554,37.0464,2.1469,,,,,
,25.552,10.7907,1.9565,,,17.654,37.2571,2.1465,,,,,
,25.652,10.8338,1.9565,,,17.754,37.4691,2.147,,,,,
,25.752,10.8755,1.9568,,,17.854,37.6813,2.1474,,,,,
,25.852,10.9178,1.957,,,17.954,37.8924,2.1473,,,,,
,25.952,10.96,1.9572,,,18.054,38.104,2.1476,,,,,
,26.052,11.0021,1.9576,,,18.154,38.3162,2.1477,,,,,
,26.152,11.0452,1.9579,,,18.254,38.5276,2.1478,,,,,
,26.252,11.087,1.9584,,,18.354,38.7391,2.1476,,,,,
,26.352,11.1301,1.9586,,,18.454,38.9509,2.1476,,,,,
,26.452,11.1717,1.9582,,,18.554,39.1625,2.1478,,,,,
,26.552,11.2146,1.959,,,18.654,39.3748,2.1482,,,,,
,26.652,11.2565,1.9587,,,18.754,39.5858,2.1481,,,,,
,26.752,11.2987,1.9593,,,18.854,39.7972,2.1481,,,,,
,26.852,11.3413,1.9591,,,18.954,40.0095,2.1487,,,,,
,26.952,11.3831,1.9595,,,19.054,40.221,2.1486,,,,,
,27.052,11.4263,1.9598,,,19.154,40.4322,2.1484,,,,,
,27.152,11.4679,1.9595,,,19.254,40.6445,2.1494,,,,,
,27.252,11.5109,1.9601,,,19.354,40.856,2.1492,,,,,
,27.352,11.5527,1.9597,,,19.454,41.0675,2.1492,,,,,
,27.452,11.5953,1.9604,,,19.554,41.2792,2.1493,,,,,
,27.552,11.6377,1.9602,,,19.654,41.4909,2.1494,,,,,
,27.652,11.6797,1.9602,,,19.754,41.7027,2.1497,,,,,
,27.752,11.7223,1.9604,,,19.854,41.9142,2.1495,,,,,
,27.852,11.7641,1.9603,,,19.954,42.1256,2.1497,,,,,
,27.952,11.8074,1.9614,,,20.054,42.338,2.1499,,,,,
,28.052,11.8492,1.9608,,,20.154,42.5493,2.1497,,,,,
,28.152,11.8919,1.9616,,,20.254,42.7604,2.1497,,,,,
,28.252,11.9338,1.9609,,,20.354,42.973,2.1501,,,,,
,28.352,11.976,1.9611,,,20.454,43.1844,2.1497,,,,,
,28.452,12.0185,1.9615,,,20.554,43.3957,2.1497,,,,,
,28.552,12.0604,1.9612,,,20.654,43.6077,2.1503,,,,,
,28.652,12.1035,1.9622,,,20.754,43.8193,2.1498,,,,,
,28.752,12.1453,1.9616,,,20.854,44.0309,2.1501,,,,,
,28.852,12.1884,1.9628,,,20.954,44.2427,2.15,,,,,
,28.952,12.2305,1.9623,,,21.054,44.4539,2.1497,,,,,
,29.052,12.2727,1.9625,,,21.154,44.6659,2.15,,,,,
,29.152,12.3148,1.9619,,,21.254,44.8779,2.15,,,,,
,29.252,12.3568,1.9618,,,21.354,45.089,2.1501,,,,,
,29.352,12.3998,1.9624,,,21.454,45.3008,2.1502,,,,,
,29.452,12.4415,1.9616,,,21.554,45.5128,2.1502,,,,,
,29.552,12.4848,1.9628,,,21.654,45.7241,2.1498,,,,,
,29.652,12.5264,1.9617,,,21.754,45.9359,2.1501,,,,,
,29.752,12.5693,1.9624,,,21.854,46.1477,2.1498,,,,,
,29.852,12.6113,1.9618,,,21.954,46.3595,2.1497,,,,,
,29.952,12.6532,1.9614,,,22.054,46.5711,2.1497,,,,,
,30.052,12.6958,1.9619,,,22.154,46.7822,2.1493,,,,,
,30.152,12.7377,1.9613,,,22.254,46.9943,2.1495,,,,,
,30.252,12.7809,1.9624,,,22.354,47.2062,2.1496,,,,,
,30.352,12.8229,1.9616,,,22.454,47.4172,2.1488,,,,,
,30.452,12.8656,1.9621,,,22.554,47.629,2.1491,,,,,
,30.552,12.9076,1.9615,,,22.654,47.8416,2.1495,,,,,
,30.652,12.9498,1.9615,,,22.754,48.0524,2.1488,,,,,
,30.752,12.9924,1.962,,,22.854,48.2638,2.1487,,,,,
,30.852,13.0341,1.9611,,,22.954,48.4763,2.1486,,,,,
,30.952,13.0773,1.9622,,,23.054,48.6877,2.1485,,,,,
,31.052,13.1186,1.9611,,,23.154,48.8992,2.1482,,,,,
,31.152,13.1622,1.9622,,,23.254,49.1109,2.1482,,,,,
,31.252,13.2038,1.9616,,,23.354,49.3226,2.1479,,,,,
,31.352,13.2464,1.9618,,,23.454,49.5344,2.1478,,,,,
,31.452,13.2882,1.9619,,,23.554,49.7457,2.1473,,,,,
,31.552,13.3306,1.9614,,,23.654,49.9573,2.1472,,,,,
,31.652,13.3734,1.9619,,,23.754,50.1696,2.1471,,,,,
,31.752,13.4152,1.9616,,,23.854,50.3808,2.1468,,,,,
,31.852,13.4583,1.9621,,,23.954,50.5924,2.1468,,,,,
,31.952,13.5,1.9616,,,24.054,50.8046,2.1463,,,,,
,32.052,13.543,1.9617,,,24.154,51.0159,2.1459,,,,,
,32.152,13.5849,1.9619,,,24.254,51.2274,2.1456,,,,,
,32.252,13.6274,1.9617,,,24.354,51.4395,2.1453,,,,,
,32.352,13.6696,1.9621,,,24.454,51.6509,2.1446,,,,,
,32.452,13.7115,1.9614,,,24.554,51.8629,2.1445,,,,,
,32.552,13.7545,1.9618,,,24.654,52.0741,2.1437,,,,,
,32.652,13.796,1.9615,,,24.754,52.2856,2.1432,,,,,
,32.752,13.8393,1.962,,,24.854,52.4979,2.1429,,,,,
,32.852,13.8811,1.9619,,,24.954,52.7093,2.1419,,,,,
,32.952,13.9237,1.9618,,,25.054,52.9204,2.141,,,,,
,33.052,13.9661,1.9618,,,25.154,53.1328,2.1405,,,,,
,33.152,14.0081,1.9617,,,25.254,53.3444,2.1393,,,,,
,33.252,14.0506,1.9615,,,25.354,53.5558,2.1388,,,,,
,33.352,14.0925,1.9613,,,25.454,53.7676,2.1377,,,,,
,33.452,14.1356,1.9614,,,25.554,53.9792,2.136,,,,,
,33.552,14.1775,1.9613,,,25.654,54.1911,2.1347,,,,,
,33.652,14.2204,1.9614,,,25.754,54.4027,2.133,,,,,
,33.752,14.2623,1.9611,,,25.854,54.6141,2.1307,,,,,
,33.852,14.3044,1.9607,,,25.954,54.8259,2.1283,,,,,
,33.952,14.347,1.9612,,,26.054,55.0378,2.1256,,,,,
,34.052,14.3886,1.961,,,26.154,55.249,2.1224,,,,,
,34.152,14.4318,1.9613,,,26.254,55.4609,2.1189,,,,,
,34.252,14.4731,1.9609,,,26.354,55.6728,2.115,,,,,
,34.352,14.5168,1.9617,,,26.454,55.8841,2.1107,,,,,
,34.452,14.5586,1.9618,,,26.554,56.0959,2.1061,,,,,
,34.552,14.6013,1.9617,,,26.654,56.3076,2.1018,,,,,
,34.652,14.643,1.9614,,,26.754,56.5191,2.0975,,,,,
,34.752,14.6853,1.9617,,,26.854,56.731,2.094,,,,,
,34.852,14.728,1.9618,,,26.954,56.9424,2.0901,,,,,
,34.952,14.7699,1.9618,,,27.054,57.1543,2.0874,,,,,
,35.052,14.8131,1.9622,,,27.154,57.3664,2.0853,,,,,
,35.152,14.8549,1.9621,,,27.254,57.5771,2.083,,,,,
,35.252,14.8977,1.9625,,,27.354,57.789,2.0813,,,,,
,35.352,14.9396,1.962,,,27.454,58.0015,2.0802,,,,,
,35.452,14.9817,1.9624,,,27.554,58.2125,2.0786,,,,,
,35.552,15.0241,1.9622,,,27.654,58.4238,2.0781,,,,,
,35.652,15.0659,1.9625,,,27.754,58.6363,2.0777,,,,,
,35.752,15.1092,1.9628,,,27.854,58.8476,2.0767,,,,,
,35.852,15.151,1.9627,,,27.954,59.0592,2.0763,,,,,
,35.952,15.1941,1.9635,,,28.054,59.2708,2.076,,,,,
,36.052,15.2358,1.963,,,28.154,59.4826,2.0756,,,,,
,36.152,15.2782,1.9637,,,28.254,59.6944,2.0752,,,,,
,36.252,15.3206,1.9636,,,28.354,59.9057,2.0748,,,,,
,36.352,15.3627,1.9636,,,28.454,60.1175,2.0745,,,,,
,36.452,15.4055,1.9638,,,28.554,60.3296,2.0742,,,,,
,36.552,15.4471,1.9634,,,28.654,60.5408,2.0737,,,,,
,36.652,15.4903,1.9642,,,28.754,60.7525,2.0732,,,,,
,36.752,15.532,1.9638,,,28.854,60.9647,2.0729,,,,,
,36.852,15.5749,1.9648,,,28.954,61.1758,2.0725,,,,,
,36.952,15.6167,1.9642,,,29.054,61.3875,2.0719,,,,,
,37.052,15.6591,1.9644,,,29.154,61.5994,2.071,,,,,
,37.152,15.7017,1.9647,,,29.254,61.8108,2.0698,,,,,
,37.252,15.7436,1.9645,,,29.354,62.0226,2.0685,,,,,
,37.352,15.7865,1.9653,,,29.454,62.2341,2.0657,,,,,
,37.452,15.8282,1.9643,,,29.554,62.4456,2.0618,,,,,
,37.552,15.8712,1.9653,,,29.654,62.6579,2.0561,,,,,
,37.652,15.9132,1.9648,,,29.754,62.8694,2.046,,,,,
,37.752,15.9561,1.9655,,,29.854,63.0805,2.0316,,,,,
,37.852,15.998,1.9652,,,29.954,63.2928,2.0176,,,,,
,37.952,16.0399,1.9647,,,30.054,63.5045,2.0045,,,,,
,38.052,16.0826,1.9654,,,30.154,63.7157,1.9953,,,,,
,38.152,16.1243,1.9649,,,30.254,63.9276,1.9885,,,,,
,38.252,16.1676,1.9653,,,30.354,64.1393,1.9833,,,,,
,38.352,16.2094,1.9653,,,30.454,64.3511,1.9798,,,,,
,38.452,16.2522,1.9656,,,30.554,64.5626,1.9787,,,,,
,38.552,16.2945,1.9661,,,30.654,64.7739,1.9813,,,,,
,38.652,16.3365,1.9654,,,30.754,64.9861,1.9874,,,,,
,38.752,16.3789,1.966,,,30.854,65.1977,1.9965,,,,,
,38.852,16.4206,1.9656,,,30.954,65.409,2.0088,,,,,
,38.952,16.4637,1.9663,,,31.054,65.621,2.0248,,,,,
,39.052,16.5056,1.9661,,,31.154,65.8329,2.0425,,,,,
,39.152,16.5489,1.9667,,,31.254,66.0439,2.0606,,,,,
,39.252,16.5906,1.9667,,,31.354,66.2559,2.0779,,,,,
,39.352,16.6331,1.9665,,,31.454,66.4678,2.0938,,,,,
,39.452,16.6753,1.9669,,,31.554,66.6791,2.1076,,,,,
,39.552,16.7171,1.9666,,,31.654,66.8912,2.1187,,,,,
,39.652,16.7599,1.9673,,,31.754,67.1023,2.1264,,,,,
,39.752,16.8017,1.9673,,,31.854,67.3142,2.1325,,,,,
,39.852,16.8449,1.9678,,,31.954,67.5263,2.1363,,,,,
,39.952,16.8869,1.9681,,,32.054,67.7373,2.1376,,,,,
,40.052,16.9297,1.9683,,,32.154,67.9491,2.1392,,,,,
,40.152,16.9714,1.9686,,,32.254,68.1614,2.1403,,,,,
,40.252,17.0136,1.968,,,32.354,68.3725,2.1408,,,,,
,40.352,17.0562,1.9687,,,32.454,68.584,2.1414,,,,,
,40.452,17.0983,1.9683,,,32.554,68.7963,2.1428,,,,,
,40.552,17.1413,1.9688,,,32.654,69.0075,2.1449,,,,,
,40.652,17.1831,1.9684,,,32.754,69.2192,2.148,,,,,
,40.752,17.2259,1.9686,,,32.854,69.4309,2.1516,,,,,
,40.852,17.2679,1.9686,,,32.954,69.6427,2.1556,,,,,
,40.952,17.3104,1.9688,,,33.054,69.8545,2.1597,,,,,
,41.052,17.3526,1.9688,,,33.154,70.0656,2.1629,,,,,
,41.152,17.3942,1.9684,,,33.254,70.2775,2.1671,,,,,
,41.252,17.4375,1.9689,,,33.354,70.4897,2.1715,,,,,
,41.352,17.4791,1.9691,,,33.454,70.7008,2.1752,,,,,
,41.452,17.5224,1.9694,,,33.554,70.9123,2.1795,,,,,
,41.552,17.564,1.9693,,,33.654,71.1246,2.184,,,,,
,41.652,17.6069,1.9696,,,33.754,71.3359,2.1881,,,,,
,41.752,17.6489,1.9699,,,33.854,71.5475,2.1927,,,,,
,41.852,17.6912,1.9702,,,33.954,71.7593,2.1976,,,,,
,41.952,17.7338,1.9699,,,34.054,71.9708,2.2028,,,,,
,42.052,17.7755,1.9702,,,34.154,72.1828,2.2079,,,,,
,42.152,17.8185,1.9703,,,34.254,72.3944,2.2127,,,,,
,42.252,17.8602,1.9699,,,34.354,72.6057,2.2176,,,,,
,42.352,17.9033,1.9711,,,34.454,72.8178,2.2228,,,,,
,42.452,17.9451,1.9705,,,34.554,73.0293,2.2274,,,,,
,42.552,17.9876,1.9714,,,34.654,73.2407,2.2322,,,,,
,42.652,18.03,1.9711,,,34.754,73.4527,2.237,,,,,
,42.752,18.072,1.9715,,,34.854,73.6645,2.242,,,,,
,42.852,18.1145,1.9717,,,34.954,73.8756,2.2466,,,,,
,42.952,18.1564,1.9714,,,35.054,74.0877,2.2521,,,,,
,43.052,18.1995,1.9725,,,35.154,74.2992,2.2569,,,,,
,43.152,18.2415,1.9722,,,35.254,74.5109,2.2616,,,,,
,43.252,18.2844,1.9731,,,35.354,74.7226,2.2661,,,,,
,43.352,18.3264,1.9726,,,35.454,74.9338,2.2707,,,,,
,43.452,18.3685,1.9728,,,35.554,75.1464,2.276,,,,,
,43.552,18.4109,1.9728,,,35.654,75.3577,2.2802,,,,,
,43.652,18.4529,1.9726,,,35.754,75.5688,2.2853,,,,,
,43.752,18.4957,1.9737,,,35.854,75.781,2.2907,,,,,
,43.852,18.5377,1.9729,,,35.954,75.9931,2.295,,,,,
,43.952,18.5803,1.9739,,,36.054,76.2039,2.299,,,,,
,44.052,18.6227,1.9738,,,36.154,76.4159,2.304,,,,,
,44.152,18.6651,1.9739,,,36.254,76.6277,2.3079,,,,,
,44.252,18.7072,1.9739,,,36.354,76.8392,2.312,,,,,
,44.352,18.7488,1.9734,,,36.454,77.051,2.3165,,,,,
,44.452,18.792,1.9746,,,36.554,77.2623,2.3206,,,,,
,44.552,18.8337,1.974,,,36.654,77.474,2.3249,,,,,
,44.652,18.8772,1.9752,,,36.754,77.6863,2.3291,,,,,
,44.752,18.919,1.9747,,,36.854,77.8973,2.3331,,,,,
,44.852,18.9619,1.9753,,,36.954,78.1091,2.3369,,,,,
,44.952,19.0035,1.9749,,,37.054,78.3214,2.3404,,,,,
,45.052,19.0457,1.9748,,,37.154,78.5324,2.3434,,,,,
,45.152,19.0882,1.9752,,,37.254,78.7442,2.3466,,,,,
,45.252,19.13,1.9748,,,37.354,78.9561,2.3499,,,,,
,45.352,19.1731,1.9758,,,37.454,79.1677,2.3527,,,,,
,45.452,19.2151,1.9756,,,37.554,79.3792,2.3558,,,,,
,45.552,19.2581,1.976,,,37.654,79.5909,2.3587,,,,,
,45.652,19.2997,1.976,,,37.754,79.8026,2.3616,,,,,
,45.752,19.3421,1.9759,,,37.854,80.0144,2.3646,,,,,
,45.852,19.3845,1.9761,,,37.954,80.2255,2.3673,,,,,
,45.952,19.4267,1.9759,,,38.054,80.4375,2.3709,,,,,
,46.052,19.4694,1.9767,,,38.154,80.6499,2.3745,,,,,
,46.152,19.5112,1.9766,,,38.254,80.8607,2.377,,,,,
,46.252,19.5546,1.9771,,,38.354,81.0721,2.3802,,,,,
,46.352,19.596,1.9766,,,38.454,81.2847,2.384,,,,,
,46.452,19.639,1.977,,,38.554,81.496,2.3871,,,,,
,46.552,19.6809,1.9769,,,38.654,81.7073,2.3904,,,,,
,46.652,19.7228,1.9767,,,38.754,81.9195,2.3939,,,,,
,46.752,19.7657,1.9771,,,38.854,82.1308,2.3973,,,,,
,46.852,19.8076,1.9773,,,38.954,82.3428,2.4008,,,,,
,46.952,19.8505,1.9774,,,39.054,82.5542,2.4045,,,,,
,47.052,19.8923,1.9774,,,39.154,82.7656,2.408,,,,,
,47.152,19.9351,1.9777,,,39.254,82.9778,2.4121,,,,,
,47.252,19.977,1.9776,,,39.354,83.1894,2.4159,,,,,
,47.352,20.0198,1.9782,,,39.454,83.4006,2.4194,,,,,
,47.452,20.0621,1.9784,,,39.554,83.6128,2.4229,,,,,
,47.552,20.1039,1.9781,,,39.654,83.8242,2.4267,,,,,
,47.652,20.1468,1.9786,,,39.754,84.0358,2.4306,,,,,
,47.752,20.1884,1.9786,,,39.854,84.2477,2.4345,,,,,
,47.852,20.2317,1.9792,,,39.954,84.4594,2.438,,,,,
,47.952,20.2734,1.979,,,40.054,84.6709,2.4418,,,,,
,48.052,20.3163,1.9797,,,40.154,84.8826,2.4453,,,,,
,48.152,20.3582,1.9794,,,40.254,85.0939,2.4488,,,,,
,48.252,20.4006,1.9797,,,40.354,85.3061,2.4523,,,,,
,48.352,20.4427,1.9794,,,40.454,85.5178,2.4553,,,,,
,48.452,20.4847,1.9799,,,40.554,85.7286,2.4582,,,,,
,48.552,20.5276,1.9802,,,40.654,85.9412,2.4618,,,,,
,48.652,20.5696,1.9803,,,40.754,86.1529,2.4654,,,,,
,48.752,20.6128,1.9812,,,40.854,86.3639,2.4686,,,,,
,48.852,20.6547,1.9806,,,40.954,86.5758,2.4721,,,,,
,48.952,20.6971,1.9815,,,41.054,86.788,2.4753,,,,,
,49.052,20.7392,1.9807,,,41.154,86.9991,2.4785,,,,,
,49.152,20.7812,1.9808,,,41.254,87.211,2.4817,,,,,
,49.252,20.824,1.981,,,41.354,87.4225,2.4841,,,,,
,49.352,20.8657,1.9807,,,41.454,87.6342,2.4873,,,,,
,49.452,20.909,1.9815,,,41.554,87.8462,2.4902,,,,,
,49.552,20.9508,1.9809,,,41.654,88.0573,2.4931,,,,,
,49.652,20.9936,1.9816,,,41.754,88.2691,2.4959,,,,,
,49.752,21.0356,1.981,,,41.854,88.4812,2.4989,,,,,
,49.852,21.0775,1.9809,,,41.954,88.6924,2.5016,,,,,
,49.952,21.1201,1.9813,,,42.054,88.904,2.5045,,,,,
,50.052,21.1622,1.981,,,42.154,89.1163,2.5072,,,,,
,50.152,21.2054,1.9823,,,42.254,89.3275,2.5099,,,,,
,50.252,21.2471,1.9814,,,42.354,89.5392,2.5126,,,,,
,50.352,21.2902,1.9823,,,42.454,89.7508,2.5151,,,,,
,50.452,21.3318,1.9815,,,42.554,89.9625,2.5177,,,,,
,50.552,21.3744,1.9821,,,42.654,90.1746,2.5207,,,,,
,50.652,21.4165,1.9823,,,42.754,90.3858,2.5228,,,,,
,50.752,21.4586,1.9819,,,42.854,90.5974,2.5253,,,,,
,50.852,21.5012,1.9826,,,42.954,90.8098,2.5283,,,,,
,50.952,21.5433,1.9821,,,43.054,91.0207,2.5306,,,,,
,51.052,21.5863,1.9831,,,43.154,91.2322,2.5333,,,,,
,51.152,21.6281,1.9827,,,43.254,91.4448,2.5361,,,,,
,51.252,21.6708,1.9831,,,43.354,91.656,2.5384,,,,,
,51.352,21.7127,1.9834,,,43.454,91.8672,2.5404,,,,,
,51.452,21.7552,1.9831,,,43.554,92.0793,2.5428,,,,,
,51.552,21.7976,1.9836,,,43.654,92.2909,2.5451,,,,,
,51.652,21.8397,1.9834,,,43.754,92.5024,2.5469,,,,,
,51.752,21.8824,1.9839,,,43.854,92.7143,2.5494,,,,,
,51.852,21.9243,1.9839,,,43.954,92.9258,2.5516,,,,,
,51.952,21.9673,1.9841,,,44.054,93.138,2.5541,,,,,
,52.052,22.0092,1.9844,,,44.154,93.349,2.5558,,,,,
,52.152,22.0517,1.984,,,44.254,93.5606,2.5584,,,,,
,52.252,22.0939,1.9844,,,44.354,93.7729,2.5607,,,,,
,52.352,22.1359,1.9841,,,44.454,93.9844,2.563,,,,,
,52.452,22.1787,1.9844,,,44.554,94.1958,2.5651,,,,,
,52.552,22.2203,1.9843,,,44.654,94.4078,2.5678,,,,,
,52.652,22.2636,1.9849,,,44.754,94.6191,2.5698,,,,,
,52.752,22.3054,1.9847,,,44.854,94.8308,2.5719,,,,,
,52.852,22.3483,1.985,,,44.954,95.0426,2.574,,,,,
,52.952,22.3903,1.985,,,45.054,95.254,2.5764,,,,,
,53.052,22.4324,1.9849,,,45.154,95.466,2.5785,,,,,
,53.152,22.4749,1.9848,,,45.254,95.6779,2.5806,,,,,
,53.252,22.5168,1.9852,,,45.354,95.8888,2.5825,,,,,
,53.352,22.56,1.9853,,,45.454,96.1008,2.5846,,,,,
,53.452,22.6015,1.9852,,,45.554,96.313,2.5868,,,,,
,53.552,22.6449,1.9856,,,45.654,96.524,2.5888,,,,,
,53.652,22.6863,1.9853,,,45.754,96.736,2.591,,,,,
,53.752,22.7291,1.9857,,,45.854,96.9479,2.5932,,,,,
,53.852,22.7711,1.9851,,,45.954,97.1591,2.5954,,,,,
,53.952,22.8132,1.9856,,,46.054,97.3708,2.5977,,,,,
,54.052,22.8557,1.9856,,,46.154,97.5826,2.6001,,,,,
,54.152,22.8979,1.9859,,,46.254,97.7942,2.6023,,,,,
,54.252,22.9409,1.9863,,,46.354,98.0061,2.6047,,,,,
,54.352,22.9831,1.9862,,,46.454,98.2172,2.6067,,,,,
,54.452,23.0256,1.9867,,,46.554,98.4292,2.6092,,,,,
,54.552,23.0676,1.9864,,,46.654,98.6414,2.6117,,,,,
,54.652,23.1097,1.9868,,,46.754,98.8523,2.614,,,,,
,54.752,23.1523,1.9866,,,46.854,99.064,2.6162,,,,,
,54.852,23.1941,1.9868,,,46.954,99.2763,2.6188,,,,,
,54.952,23.2373,1.9871,,,47.054,99.4875,2.6212,,,,,
,55.052,23.2789,1.9871,,,47.154,99.6992,2.6236,,,,,
,55.152,23.322,1.9877,,,47.254,99.911,2.6259,,,,,
,55.252,23.3639,1.9872,,,47.354,100.1224,2.6283,,,,,
,55.352,23.4061,1.9877,,,47.454,100.3346,2.6305,,,,,
,55.452,23.4484,1.9875,,,47.506,100.4446,2.5979,,,,,
,55.552,23.4903,1.9875,,,47.507,100.4468,2.5715,,,,,
,55.652,23.5335,1.9879,,,47.508,100.4489,2.5373,,,,,
,55.752,23.5751,1.9877,,,47.509,100.451,2.496,,,,,
,55.852,23.6184,1.9886,,,47.51,100.4531,2.4485,,,,,
,55.952,23.6601,1.9881,,,47.511,100.4552,2.3958,,,,,
,56.052,23.7029,1.9888,,,47.512,100.4573,2.3384,,,,,
,56.152,23.745,1.9884,,,47.513,100.4594,2.277,,,,,
,56.252,23.787,1.9885,,,47.514,100.4615,2.2123,,,,,
,56.352,23.8296,1.989,,,47.515,100.4636,2.1448,,,,,
,56.452,23.8714,1.9885,,,47.516,100.4657,2.0749,,,,,
,56.552,23.9147,1.9898,,,47.517,100.4678,2.0031,,,,,
,56.652,23.9563,1.989,,,47.518,100.4699,1.9298,,,,,
,56.752,23.9994,1.9902,,,47.519,100.472,1.8555,,,,,
,56.852,24.0408,1.9893,,,47.52,100.4741,1.7804,,,,,
,56.952,24.0836,1.99,,,47.521,100.4762,1.705,,,,,
,57.052,24.1261,1.9902,,,47.522,100.4783,1.6296,,,,,
,57.152,24.1679,1.9901,,,47.523,100.4804,1.5544,,,,,
,57.252,24.2105,1.9902,,,,,,,,,,
,57.352,24.2525,1.9901,,,,,,,,,,
,57.452,24.2956,1.9908,,,,,,,,,,
,57.552,24.3376,1.9905,,,,,,,,,,
,57.652,24.3804,1.9909,,,,,,,,,,
,57.752,24.4225,1.9908,,,,,,,,,,
,57.852,24.4642,1.9903,,,,,,,,,,
,57.952,24.507,1.9908,,,,,,,,,,
,58.052,24.5486,1.9901,,,,,,,,,,
,58.152,24.5918,1.9912,,,,,,,,,,
,58.252,24.6335,1.9907,,,,,,,,,,
,58.352,24.6768,1.9914,,,,,,,,,,
,58.452,24.7187,1.9912,,,,,,,,,,
,58.552,24.7611,1.9913,,,,,,,,,,
,58.652,24.8031,1.9912,,,,,,,,,,
,58.752,24.845,1.9908,,,,,,,,,,
,58.852,24.8881,1.9919,,,,,,,,,,
,58.952,24.9299,1.9911,,,,,,,,,,
,59.052,24.9731,1.9922,,,,,,,,,,
,59.152,25.0149,1.9916,,,,,,,,,,
,59.252,25.0576,1.9922,,,,,,,,,,
,59.352,25.0995,1.992,,,,,,,,,,
,59.452,25.1416,1.9919,,,,,,,,,,
,59.552,25.184,1.9925,,,,,,,,,,
,59.652,25.226,1.9921,,,,,,,,,,
,59.752,25.2693,1.9931,,,,,,,,,,
,59.852,25.3111,1.9927,,,,,,,,,,
,59.952,25.3542,1.9935,,,,,,,,,,
,60.052,25.3958,1.9929,,,,,,,,,,
,60.152,25.4381,1.993,,,,,,,,,,
,60.252,25.4807,1.9935,,,,,,,,,,
,60.352,25.5226,1.9932,,,,,,,,,,
,60.452,25.5657,1.994,,,,,,,,,,
,60.552,25.6072,1.9933,,,,,,,,,,
,60.652,25.6505,1.9938,,,,,,,,,,
,60.752,25.6921,1.9937,,,,,,,,,,
,60.852,25.7348,1.9935,,,,,,,,,,
,60.952,25.7768,1.9943,,,,,,,,,,
,61.052,25.8189,1.9937,,,,,,,,,,
,61.152,25.8618,1.9946,,,,,,,,,,
,61.252,25.9034,1.9937,,,,,,,,,,
,61.352,25.9466,1.9945,,,,,,,,,,
,61.452,25.9881,1.994,,,,,,,,,,
