Results Table 1,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,
1,LDPE-1,3.25,14.73,90.8,25.4,,,,,,,,
2,LDPE-5,3.25,14.73,87.88,127,,,,,,,,
3,LDPE-20,3.25,14.73,82.35,508,,,,,,,,
,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,0,0,-0.0088,,,0,0,-0.0072,,,0,0,-0.0055
,104.1,44.041,0.4421,,,103.628,219.2334,0.4188,,,,,
,104.2,44.0841,0.4422,,,103.728,219.4444,0.4187,,,,,
,104.3,44.1257,0.4421,,,103.828,219.6564,0.4189,,,,,
,104.4,44.1681,0.4423,,,103.928,219.8683,0.4189,,,,,
,104.5,44.2104,0.4421,,,104.028,220.0795,0.4191,,,,,
,104.6,44.2523,0.4421,,,104.128,220.2913,0.419,,,,,
,104.7,44.2952,0.4425,,,104.228,220.5033,0.4193,,,,,
,104.8,44.3372,0.4421,,,104.328,220.7146,0.4195,,,,,
,104.9,44.3801,0.4421,,,104.428,220.9264,0.4192,,,,,
,105,44.422,0.4422,,,104.528,221.138,0.4193,,,,,
,105.1,44.4648,0.4422,,,104.628,221.3498,0.4193,,,,,
,105.2,44.5069,0.442,,,104.728,221.5616,0.4193,,,,,
,105.3,44.5488,0.4421,,,104.828,221.7728,0.4194,,,,,
,105.4,44.5917,0.4419,,,104.928,221.9851,0.4194,,,,,
,105.5,44.6333,0.4422,,,105.028,222.1967,0.4193,,,,,
,105.6,44.6765,0.4421,,,105.128,222.4076,0.4195,,,,,
,105.7,44.7181,0.4421,,,105.228,222.6198,0.4193,,,,,
,105.8,44.7611,0.4424,,,105.328,222.8319,0.4195,,,,,
,105.9,44.803,0.4422,,,105.428,223.0428,0.4192,,,,,
,106,44.8456,0.4421,,,105.528,223.2547,0.4194,,,,,
,106.1,44.8878,0.4423,,,105.628,223.4664,0.4194,,,,,
,106.2,44.9299,0.4422,,,105.728,223.6781,0.4195,,,,,
,106.3,44.9723,0.4421,,,105.828,223.8898,0.4195,,,,,
,106.4,45.0145,0.4423,,,105.928,224.1012,0.4194,,,,,
,106.5,45.0575,0.4421,,,106.028,224.3129,0.4192,,,,,
,106.6,45.0996,0.4422,,,106.128,224.5251,0.4192,,,,,
,106.7,45.142,0.4421,,,106.228,224.7363,0.4192,,,,,
,106.8,45.1844,0.4421,,,106.328,224.9478,0.419,,,,,
,106.9,45.2264,0.4422,,,106.428,225.1602,0.4193,,,,,
,107,45.2687,0.4422,,,106.528,225.3714,0.4192,,,,,
,107.1,45.3107,0.4421,,,106.628,225.5831,0.4192,,,,,
,107.2,45.3535,0.4423,,,106.728,225.7949,0.4191,,,,,
,107.3,45.3954,0.4421,,,106.828,226.0064,0.4194,,,,,
,107.4,45.4387,0.4422,,,106.928,226.2182,0.4193,,,,,
,107.5,45.4805,0.4423,,,107.028,226.4297,0.4195,,,,,
,107.6,45.5228,0.4419,,,107.128,226.6414,0.4195,,,,,
,107.7,45.5652,0.4422,,,107.228,226.8533,0.4193,,,,,
,107.8,45.6069,0.4421,,,107.328,227.0645,0.4194,,,,,
,107.9,45.6499,0.4419,,,107.428,227.2761,0.4196,,,,,
,108,45.6918,0.4424,,,107.528,227.4886,0.4197,,,,,
,108.1,45.7349,0.4422,,,107.628,227.6997,0.4199,,,,,
,108.2,45.7768,0.4421,,,107.728,227.9109,0.4197,,,,,
,108.3,45.8196,0.4425,,,107.828,228.1235,0.4197,,,,,
,108.4,45.8614,0.4421,,,107.928,228.3348,0.4198,,,,,
,108.5,45.9034,0.442,,,108.028,228.5462,0.4196,,,,,
,108.6,45.9461,0.4424,,,108.128,228.7583,0.42,,,,,
,108.7,45.9878,0.4421,,,108.228,228.9697,0.4201,,,,,
,108.8,46.0312,0.4423,,,108.328,229.1818,0.4199,,,,,
,108.9,46.073,0.4425,,,108.428,229.3931,0.4197,,,,,
,109,46.1157,0.4422,,,108.528,229.6044,0.4196,,,,,
,109.1,46.1576,0.4422,,,108.628,229.8164,0.4197,,,,,
,109.2,46.2003,0.4421,,,108.728,230.0285,0.4198,,,,,
,109.3,46.2425,0.4422,,,108.828,230.2394,0.4198,,,,,
,109.4,46.2847,0.4423,,,108.928,230.4515,0.4195,,,,,
,109.5,46.3273,0.4422,,,109.028,230.6632,0.4196,,,,,
,109.6,46.3692,0.4423,,,109.128,230.8746,0.4197,,,,,
,109.7,46.4122,0.4425,,,109.228,231.0865,0.4195,,,,,
,109.8,46.4541,0.4421,,,109.328,231.298,0.4196,,,,,
,109.9,46.4967,0.4424,,,109.428,231.51,0.4194,,,,,
,110,46.5386,0.4422,,,109.528,231.7215,0.4197,,,,,
,110.1,46.581,0.4422,,,109.628,231.9328,0.4194,,,,,
,110.2,46.6236,0.4425,,,109.728,232.1447,0.4193,,,,,
,110.3,46.6655,0.4422,,,109.828,232.3568,0.4197,,,,,
,110.4,46.7084,0.4423,,,109.928,232.5676,0.4194,,,,,
,110.5,46.7502,0.4426,,,110.028,232.78,0.4192,,,,,
,110.6,46.7933,0.4421,,,110.128,232.9919,0.4194,,,,,
,110.7,46.8352,0.4421,,,110.228,233.2028,0.4197,,,,,
,110.8,46.8776,0.4426,,,110.328,233.4146,0.4196,,,,,
,110.9,46.9199,0.4419,,,110.428,233.6266,0.4195,,,,,
,111,46.9617,0.4424,,,110.528,233.8381,0.4197,,,,,
,111.1,47.0047,0.4421,,,110.628,234.0499,0.4198,,,,,
,111.2,47.0463,0.4421,,,110.728,234.2611,0.42,,,,,
,111.3,47.0896,0.4426,,,110.828,234.4731,0.42,,,,,
,111.4,47.1311,0.4422,,,110.928,234.685,0.4199,,,,,
,111.5,47.1741,0.4422,,,111.028,234.8963,0.42,,,,,
,111.6,47.2161,0.4423,,,111.128,235.1077,0.4198,,,,,
,111.7,47.2583,0.442,,,111.228,235.3201,0.42,,,,,
,111.8,47.3008,0.4422,,,111.328,235.5314,0.4199,,,,,
,111.9,47.3427,0.4424,,,111.428,235.7428,0.4199,,,,,
,112,47.3857,0.442,,,111.528,235.955,0.42,,,,,
,112.1,47.4277,0.4425,,,111.628,236.1662,0.4202,,,,,
,112.2,47.4706,0.4423,,,111.728,236.3783,0.4199,,,,,
,112.3,47.5126,0.4421,,,111.828,236.5896,0.4201,,,,,
,112.4,47.555,0.4423,,,111.928,236.8014,0.42,,,,,
,112.5,47.5972,0.4422,,,112.028,237.0135,0.4202,,,,,
,112.6,47.6391,0.4421,,,112.128,237.2247,0.42,,,,,
,112.7,47.6818,0.4423,,,112.228,237.436,0.4199,,,,,
,112.8,47.7235,0.4421,,,112.328,237.6485,0.4202,,,,,
,112.9,47.7669,0.4422,,,112.428,237.8598,0.42,,,,,
,113,47.809,0.4424,,,112.528,238.071,0.4201,,,,,
,113.1,47.8513,0.4419,,,112.628,238.2834,0.42,,,,,
,113.2,47.8932,0.4422,,,112.728,238.4948,0.4202,,,,,
,113.3,47.9354,0.4425,,,112.828,238.7061,0.4201,,,,,
,113.4,47.9781,0.442,,,112.928,238.9181,0.4201,,,,,
,113.5,48.0201,0.4424,,,113.028,239.1297,0.4202,,,,,
,113.6,48.0634,0.4421,,,113.128,239.3414,0.4202,,,,,
,113.7,48.1051,0.4422,,,113.228,239.5532,0.4205,,,,,
,113.8,48.148,0.4423,,,113.328,239.7645,0.4203,,,,,
,113.9,48.1898,0.4423,,,113.428,239.9767,0.4204,,,,,
,114,48.232,0.4423,,,113.528,240.1882,0.4202,,,,,
,114.1,48.2743,0.4421,,,113.628,240.3994,0.4202,,,,,
,114.2,48.3163,0.4419,,,113.728,240.6117,0.4202,,,,,
,114.3,48.3594,0.4425,,,113.828,240.8233,0.4205,,,,,
,114.4,48.4013,0.4421,,,113.928,241.0346,0.4204,,,,,
,114.5,48.4442,0.442,,,114.028,241.2465,0.4204,,,,,
,114.6,48.4857,0.4423,,,114.128,241.4579,0.4202,,,,,
,114.7,48.5288,0.442,,,114.228,241.6698,0.4203,,,,,
,114.8,48.5706,0.4424,,,114.328,241.8815,0.4203,,,,,
,114.9,48.6129,0.4421,,,114.428,242.0927,0.4202,,,,,
,115,48.6555,0.442,,,114.528,242.3047,0.4203,,,,,
,115.1,48.6977,0.4421,,,114.628,242.5169,0.4201,,,,,
,115.2,48.7403,0.4421,,,114.728,242.7278,0.4202,,,,,
,115.3,48.7824,0.442,,,114.828,242.9395,0.4201,,,,,
,115.4,48.8251,0.4423,,,114.928,243.1519,0.4201,,,,,
,115.5,48.867,0.4417,,,115.028,243.3629,0.4201,,,,,
,115.6,48.9095,0.4422,,,115.128,243.5747,0.4202,,,,,
,115.7,48.952,0.4422,,,115.228,243.7866,0.4201,,,,,
,115.8,48.9937,0.4419,,,115.328,243.9981,0.4201,,,,,
,115.9,49.0367,0.4421,,,115.428,244.2098,0.4202,,,,,
,116,49.078,0.442,,,115.528,244.4213,0.4203,,,,,
,116.1,49.1215,0.442,,,115.628,244.633,0.4206,,,,,
,116.2,49.1634,0.4422,,,115.728,244.8451,0.4203,,,,,
,116.3,49.2062,0.4422,,,115.828,245.0561,0.4204,,,,,
,116.4,49.2481,0.442,,,115.928,245.268,0.4206,,,,,
,116.5,49.2904,0.442,,,116.028,245.4803,0.4206,,,,,
,116.6,49.3328,0.4419,,,116.128,245.6912,0.4206,,,,,
,116.7,49.3747,0.4417,,,116.228,245.9027,0.4206,,,,,
,116.8,49.4177,0.4422,,,116.328,246.1151,0.4207,,,,,
,116.9,49.4595,0.4417,,,116.428,246.3264,0.4208,,,,,
,117,49.5026,0.4422,,,116.528,246.5381,0.4207,,,,,
,117.1,49.5446,0.4419,,,116.628,246.7497,0.4211,,,,,
,117.2,49.5868,0.442,,,116.728,246.9612,0.4208,,,,,
,117.3,49.629,0.442,,,116.828,247.1735,0.421,,,,,
,117.4,49.671,0.4419,,,116.928,247.3845,0.4211,,,,,
,117.5,49.7138,0.4419,,,117.028,247.596,0.4211,,,,,
,117.6,49.7557,0.442,,,117.128,247.8086,0.421,,,,,
,117.7,49.799,0.4418,,,117.228,248.0199,0.4211,,,,,
,117.8,49.8408,0.4421,,,117.328,248.231,0.4212,,,,,
,117.9,49.8835,0.4421,,,117.428,248.4434,0.4213,,,,,
,118,49.9255,0.4417,,,117.528,248.6548,0.4211,,,,,
,118.1,49.9675,0.4419,,,117.628,248.8662,0.4211,,,,,
,118.2,50.01,0.4415,,,117.728,249.0782,0.4213,,,,,
,118.3,50.0521,0.4418,,,117.828,249.2898,0.4212,,,,,
,118.4,50.0951,0.442,,,117.928,249.5014,0.4214,,,,,
,118.5,50.1371,0.4417,,,118.028,249.713,0.4212,,,,,
,118.6,50.1799,0.4419,,,118.128,249.9245,0.421,,,,,
,118.7,50.2216,0.4419,,,118.228,250.1366,0.4213,,,,,
,118.8,50.2639,0.4416,,,118.328,250.3481,0.4214,,,,,
,118.9,50.3066,0.4419,,,118.428,250.5594,0.4213,,,,,
,119,50.3483,0.4417,,,118.528,250.7717,0.4213,,,,,
,119.1,50.3917,0.4418,,,118.628,250.9832,0.4214,,,,,
,119.2,50.433,0.4419,,,118.728,251.1944,0.4213,,,,,
,119.3,50.4764,0.4418,,,118.828,251.4064,0.4216,,,,,
,119.4,50.518,0.4415,,,118.928,251.6182,0.4217,,,,,
,119.5,50.5608,0.4421,,,119.028,251.8298,0.4216,,,,,
,119.6,50.6026,0.4416,,,119.128,252.0417,0.4217,,,,,
,119.7,50.6448,0.4417,,,119.228,252.2527,0.4216,,,,,
,119.8,50.6876,0.4418,,,119.328,252.4648,0.4219,,,,,
,119.9,50.7294,0.4415,,,119.428,252.6768,0.422,,,,,
,120,50.7725,0.4416,,,119.528,252.8879,0.422,,,,,
,120.1,50.8141,0.4416,,,119.628,253.0994,0.422,,,,,
,120.2,50.8571,0.4416,,,119.728,253.3119,0.4222,,,,,
,120.3,50.8991,0.4418,,,119.828,253.5228,0.422,,,,,
,120.4,50.9415,0.4415,,,119.928,253.7345,0.4222,,,,,
,120.5,50.9839,0.4416,,,120.028,253.9467,0.4221,,,,,
,120.6,51.0259,0.4417,,,120.128,254.158,0.4221,,,,,
,120.7,51.0686,0.4415,,,120.228,254.3699,0.4222,,,,,
,120.8,51.1105,0.4417,,,120.328,254.5812,0.422,,,,,
,120.9,51.1537,0.4418,,,120.428,254.7931,0.4222,,,,,
,121,51.1953,0.4415,,,120.528,255.0051,0.4223,,,,,
,121.1,51.238,0.4416,,,120.628,255.2162,0.4223,,,,,
,121.2,51.2802,0.4416,,,120.728,255.4279,0.4222,,,,,
,121.3,51.3222,0.4414,,,120.828,255.6404,0.4225,,,,,
,121.4,51.3647,0.4416,,,120.928,255.8511,0.4223,,,,,
,121.5,51.4067,0.4413,,,121.028,256.063,0.4223,,,,,
,121.6,51.4497,0.4415,,,121.128,256.2751,0.4221,,,,,
,121.7,51.4916,0.4418,,,121.228,256.4864,0.4224,,,,,
,121.8,51.5346,0.4415,,,121.328,256.6979,0.4223,,,,,
,121.9,51.5765,0.4415,,,121.428,256.9097,0.4225,,,,,
,122,51.6188,0.4415,,,121.528,257.1212,0.4225,,,,,
,122.1,51.6614,0.4414,,,121.628,257.3333,0.4225,,,,,
,122.2,51.7031,0.4415,,,121.728,257.5447,0.4227,,,,,
,122.3,51.7459,0.4417,,,121.828,257.7561,0.4226,,,,,
,122.4,51.7878,0.4413,,,121.928,257.9685,0.4228,,,,,
,122.5,51.8308,0.4416,,,122.028,258.1797,0.4227,,,,,
,122.6,51.8727,0.4412,,,122.128,258.3911,0.4227,,,,,
,122.7,51.9155,0.4413,,,122.228,258.6033,0.4231,,,,,
,122.8,51.9574,0.4414,,,122.328,258.815,0.4229,,,,,
,122.9,51.9993,0.4412,,,122.428,259.0262,0.423,,,,,
,123,52.042,0.4413,,,122.528,259.2382,0.423,,,,,
,123.1,52.084,0.4413,,,122.628,259.4497,0.423,,,,,
,123.2,52.1274,0.4414,,,122.728,259.6614,0.4232,,,,,
,123.3,52.169,0.4412,,,122.828,259.873,0.4232,,,,,
,123.4,52.212,0.4414,,,122.928,260.0846,0.4231,,,,,
,123.5,52.2538,0.4412,,,123.028,260.2966,0.4232,,,,,
,123.6,52.2961,0.4413,,,123.128,260.5081,0.4231,,,,,
,123.7,52.3384,0.4414,,,123.228,260.7193,0.4231,,,,,
,123.8,52.3803,0.4411,,,123.328,260.9315,0.4233,,,,,
,123.9,52.4233,0.4412,,,123.428,261.1434,0.4231,,,,,
,124,52.4653,0.4413,,,123.528,261.3545,0.4231,,,,,
,124.1,52.5083,0.4413,,,123.628,261.5667,0.4234,,,,,
,124.2,52.55,0.4414,,,123.728,261.778,0.4232,,,,,
,124.3,52.5925,0.4412,,,123.828,261.9897,0.4232,,,,,
,124.4,52.6347,0.4412,,,123.928,262.2015,0.4233,,,,,
,124.5,52.6767,0.4413,,,124.028,262.4129,0.4232,,,,,
,124.6,52.7196,0.4411,,,124.128,262.6245,0.4233,,,,,
,124.7,52.7613,0.441,,,124.228,262.8369,0.4232,,,,,
,124.8,52.8047,0.4414,,,124.328,263.0477,0.4234,,,,,
,124.9,52.8463,0.4407,,,124.428,263.2597,0.4234,,,,,
,125,52.8893,0.4412,,,124.528,263.4718,0.4232,,,,,
,125.1,52.931,0.4412,,,124.628,263.683,0.4232,,,,,
,125.2,52.9734,0.4409,,,124.728,263.8947,0.4235,,,,,
,125.3,53.0158,0.4411,,,124.828,264.1066,0.4234,,,,,
,125.4,53.0579,0.4411,,,124.928,264.3181,0.4236,,,,,
,125.5,53.1007,0.4409,,,125.028,264.5297,0.4234,,,,,
,125.6,53.1424,0.441,,,125.128,264.7412,0.4234,,,,,
,125.7,53.1853,0.4411,,,125.228,264.9531,0.4234,,,,,
,125.8,53.2273,0.4407,,,125.328,265.165,0.4235,,,,,
,125.9,53.2701,0.4411,,,125.428,265.376,0.4236,,,,,
,126,53.3122,0.441,,,125.528,265.588,0.4236,,,,,
,126.1,53.354,0.441,,,125.628,265.8002,0.4236,,,,,
,126.2,53.3969,0.4414,,,125.728,266.0112,0.4235,,,,,
,126.3,53.4387,0.4408,,,125.828,266.2227,0.4234,,,,,
,126.4,53.4819,0.4408,,,125.928,266.4351,0.4238,,,,,
,126.5,53.5237,0.441,,,126.028,266.6465,0.4234,,,,,
,126.6,53.5666,0.441,,,126.128,266.858,0.4236,,,,,
,126.7,53.6086,0.4409,,,126.228,267.0699,0.4236,,,,,
,126.8,53.6507,0.4412,,,126.328,267.2814,0.4235,,,,,
,126.9,53.6931,0.4405,,,126.428,267.4933,0.4236,,,,,
,127,53.7348,0.4407,,,126.528,267.7047,0.4234,,,,,
,127.1,53.7779,0.4411,,,126.628,267.9161,0.4235,,,,,
,127.2,53.8197,0.4405,,,126.728,268.1282,0.4232,,,,,
,127.3,53.863,0.4408,,,126.828,268.3398,0.4234,,,,,
,127.4,53.9049,0.4407,,,126.928,268.5511,0.4237,,,,,
,127.5,53.9473,0.4404,,,127.028,268.7634,0.4234,,,,,
,127.6,53.9895,0.4408,,,127.128,268.9747,0.4236,,,,,
,127.7,54.0315,0.4406,,,127.228,269.1862,0.4233,,,,,
,127.8,54.0742,0.4405,,,127.328,269.3982,0.4235,,,,,
,127.9,54.1159,0.4408,,,127.428,269.6097,0.4236,,,,,
,128,54.1594,0.4405,,,127.528,269.8215,0.4237,,,,,
,128.1,54.201,0.4404,,,127.628,270.0332,0.4237,,,,,
,128.2,54.244,0.4407,,,127.728,270.2443,0.4238,,,,,
,128.3,54.2857,0.4404,,,127.828,270.4567,0.4238,,,,,
,128.4,54.3278,0.4405,,,127.928,270.6684,0.424,,,,,
,128.5,54.3703,0.4407,,,128.028,270.8793,0.4237,,,,,
,128.6,54.4124,0.4402,,,128.128,271.0916,0.4238,,,,,
,128.7,54.4554,0.4404,,,128.228,271.3033,0.4239,,,,,
,128.8,54.4974,0.4404,,,128.328,271.5145,0.4239,,,,,
,128.9,54.54,0.4403,,,128.428,271.7264,0.4238,,,,,
,129,54.5821,0.4405,,,128.528,271.9381,0.4238,,,,,
,129.1,54.6247,0.4404,,,128.628,272.1497,0.4239,,,,,
,129.2,54.6668,0.4404,,,128.728,272.3616,0.4237,,,,,
,129.3,54.7087,0.4407,,,128.828,272.5729,0.424,,,,,
,129.4,54.7518,0.4401,,,128.928,272.7848,0.424,,,,,
,129.5,54.7935,0.4403,,,129.028,272.9967,0.4237,,,,,
,129.6,54.8367,0.4407,,,129.128,273.2079,0.4239,,,,,
,129.7,54.8782,0.4403,,,129.228,273.4197,0.424,,,,,
,129.8,54.9211,0.4404,,,129.328,273.6318,0.4241,,,,,
,129.9,54.963,0.4404,,,129.428,273.843,0.4237,,,,,
,130,55.0053,0.44,,,129.528,274.0545,0.4238,,,,,
,130.1,55.0479,0.4401,,,129.628,274.2666,0.424,,,,,
,130.2,55.0897,0.4401,,,129.728,274.4781,0.424,,,,,
,130.3,55.1327,0.4401,,,129.828,274.6897,0.4238,,,,,
,130.4,55.1745,0.4403,,,129.928,274.9012,0.4241,,,,,
,130.5,55.2176,0.4402,,,130.028,275.1131,0.4241,,,,,
,130.6,55.2595,0.4399,,,130.128,275.3252,0.4241,,,,,
,130.7,55.302,0.4401,,,130.228,275.5361,0.4241,,,,,
,130.8,55.344,0.4401,,,130.328,275.7479,0.4241,,,,,
,130.9,55.3863,0.44,,,130.428,275.9604,0.424,,,,,
,131,55.4288,0.4403,,,130.528,276.1712,0.4243,,,,,
,131.1,55.4706,0.44,,,130.628,276.3828,0.4242,,,,,
,131.2,55.5138,0.4402,,,130.728,276.5952,0.4241,,,,,
,131.3,55.5556,0.4398,,,130.828,276.8064,0.4245,,,,,
,131.4,55.5986,0.44,,,130.928,277.0178,0.4242,,,,,
,131.5,55.6405,0.4401,,,131.028,277.2298,0.4243,,,,,
,131.6,55.6826,0.4399,,,131.128,277.4414,0.4241,,,,,
,131.7,55.7252,0.4398,,,131.228,277.653,0.4242,,,,,
,131.8,55.7671,0.4399,,,131.328,277.8647,0.4242,,,,,
,131.9,55.8099,0.4397,,,131.428,278.0762,0.424,,,,,
,132,55.8521,0.4399,,,131.528,278.2885,0.4242,,,,,
,132.1,55.8947,0.4399,,,131.628,278.4997,0.4241,,,,,
,132.2,55.937,0.4396,,,131.728,278.7111,0.4243,,,,,
,132.3,55.9793,0.4399,,,131.828,278.9235,0.4241,,,,,
,132.4,56.0214,0.4398,,,131.928,279.1348,0.4241,,,,,
,132.5,56.0633,0.4396,,,132.028,279.3464,0.424,,,,,
,132.6,56.1062,0.4397,,,132.128,279.5582,0.4242,,,,,
,132.7,56.1479,0.4397,,,132.228,279.7696,0.4243,,,,,
,132.8,56.1914,0.4397,,,132.328,279.9816,0.4244,,,,,
,132.9,56.2331,0.4399,,,132.428,280.1931,0.4241,,,,,
,133,56.2759,0.4397,,,132.528,280.4044,0.4242,,,,,
,133.1,56.3178,0.4395,,,132.628,280.6165,0.4245,,,,,
,133.2,56.3599,0.4397,,,132.728,280.8284,0.4244,,,,,
,133.3,56.4025,0.4395,,,132.828,281.0393,0.4245,,,,,
,133.4,56.4445,0.4396,,,132.928,281.2516,0.4245,,,,,
,133.5,56.4874,0.4396,,,133.028,281.4633,0.4246,,,,,
,133.6,56.5293,0.4393,,,133.128,281.6745,0.4245,,,,,
,133.7,56.5723,0.4396,,,133.228,281.8864,0.4242,,,,,
,133.8,56.614,0.4398,,,133.328,282.0982,0.4245,,,,,
,133.9,56.6565,0.4395,,,133.428,282.3098,0.4244,,,,,
,134,56.6986,0.4395,,,133.528,282.5215,0.4244,,,,,
,134.1,56.7407,0.4396,,,133.628,282.733,0.4243,,,,,
,134.2,56.7836,0.4393,,,133.728,282.945,0.4245,,,,,
,134.3,56.8254,0.4394,,,133.828,283.1566,0.4242,,,,,
,134.4,56.8685,0.4395,,,133.928,283.3678,0.4245,,,,,
,134.5,56.9103,0.4393,,,134.028,283.5798,0.4244,,,,,
,134.6,56.9531,0.4397,,,134.128,283.7919,0.4246,,,,,
,134.7,56.9952,0.4393,,,134.228,284.0029,0.4242,,,,,
,134.8,57.0372,0.4391,,,134.328,284.2144,0.4244,,,,,
,134.9,57.08,0.4395,,,134.428,284.4266,0.4246,,,,,
,135,57.1218,0.4391,,,134.528,284.6382,0.4245,,,,,
,135.1,57.1649,0.439,,,134.628,284.8498,0.4244,,,,,
,135.2,57.2065,0.4394,,,134.728,285.0613,0.4247,,,,,
,135.3,57.2496,0.4391,,,134.828,285.273,0.4246,,,,,
,135.4,57.2911,0.4388,,,134.928,285.4851,0.4246,,,,,
,135.5,57.334,0.4394,,,135.028,285.6962,0.4248,,,,,
,135.6,57.3763,0.439,,,135.128,285.9078,0.4246,,,,,
,135.7,57.4181,0.4389,,,135.228,286.1204,0.4246,,,,,
,135.8,57.4607,0.4392,,,135.328,286.3312,0.4246,,,,,
,135.9,57.5027,0.4388,,,135.428,286.5429,0.4246,,,,,
,136,57.5458,0.4389,,,135.528,286.7552,0.4248,,,,,
,136.1,57.5878,0.4389,,,135.628,286.9663,0.4248,,,,,
,136.2,57.6307,0.439,,,135.728,287.1778,0.4248,,,,,
,136.3,57.6726,0.439,,,135.828,287.3899,0.425,,,,,
,136.4,57.7148,0.439,,,135.928,287.6016,0.4248,,,,,
,136.5,57.7571,0.4388,,,136.028,287.8132,0.4248,,,,,
,136.6,57.799,0.4388,,,136.128,288.0245,0.4249,,,,,
,136.7,57.8418,0.4387,,,136.228,288.2364,0.4247,,,,,
,136.8,57.8839,0.4387,,,136.328,288.4485,0.4249,,,,,
,136.9,57.9269,0.4391,,,136.428,288.6596,0.4249,,,,,
,137,57.9688,0.4387,,,136.528,288.8711,0.4247,,,,,
,137.1,58.0112,0.4386,,,136.628,289.0835,0.4249,,,,,
,137.2,58.0533,0.4389,,,136.728,289.2946,0.4247,,,,,
,137.3,58.0953,0.4388,,,136.828,289.5061,0.4249,,,,,
,137.4,58.1382,0.4387,,,136.928,289.7181,0.4248,,,,,
,137.5,58.18,0.4387,,,137.028,289.9296,0.4249,,,,,
,137.6,58.2233,0.4385,,,137.128,290.1416,0.4248,,,,,
,137.7,58.2653,0.4386,,,137.228,290.3532,0.425,,,,,
,137.8,58.308,0.4387,,,137.328,290.5645,0.4251,,,,,
,137.9,58.3498,0.4383,,,137.428,290.7767,0.4252,,,,,
,138,58.3918,0.4387,,,137.528,290.9884,0.4249,,,,,
,138.1,58.4344,0.4384,,,137.628,291.1995,0.4252,,,,,
,138.2,58.4761,0.4383,,,137.728,291.4115,0.4254,,,,,
,138.3,58.5196,0.4387,,,137.828,291.6234,0.4253,,,,,
,138.4,58.5612,0.4384,,,137.928,291.8345,0.4253,,,,,
,138.5,58.6044,0.4386,,,138.028,292.0463,0.4253,,,,,
,138.6,58.6457,0.4386,,,138.128,292.2582,0.4254,,,,,
,138.7,58.6886,0.4383,,,138.228,292.4696,0.4255,,,,,
,138.8,58.7306,0.4383,,,138.328,292.6814,0.4254,,,,,
,138.9,58.7728,0.4384,,,138.428,292.8929,0.4252,,,,,
,139,58.8156,0.4381,,,138.528,293.1049,0.4251,,,,,
,139.1,58.8578,0.4381,,,138.628,293.3167,0.4254,,,,,
,139.2,58.9006,0.4383,,,138.728,293.5276,0.4253,,,,,
,139.3,58.9424,0.4379,,,138.828,293.74,0.4255,,,,,
,139.4,58.9851,0.4383,,,138.928,293.9519,0.4251,,,,,
,139.5,59.027,0.4381,,,139.028,294.1628,0.4254,,,,,
,139.6,59.0693,0.4381,,,139.128,294.3747,0.4253,,,,,
,139.7,59.1118,0.4384,,,139.228,294.5868,0.4253,,,,,
,139.8,59.1538,0.438,,,139.328,294.798,0.4252,,,,,
,139.9,59.1967,0.438,,,139.428,295.0097,0.4256,,,,,
,140,59.2383,0.4382,,,139.528,295.2213,0.4254,,,,,
,140.1,59.2816,0.438,,,139.628,295.4329,0.4254,,,,,
,140.2,59.3233,0.4382,,,139.728,295.645,0.4255,,,,,
,140.3,59.3659,0.438,,,139.828,295.8561,0.4255,,,,,
,140.4,59.4083,0.4379,,,139.928,296.068,0.4256,,,,,
,140.5,59.4503,0.4381,,,140.028,296.2802,0.4258,,,,,
,140.6,59.4928,0.4381,,,140.128,296.4912,0.4256,,,,,
,140.7,59.5348,0.4378,,,140.228,296.7028,0.4257,,,,,
,140.8,59.5778,0.438,,,140.328,296.9152,0.4258,,,,,
,140.9,59.6196,0.4378,,,140.428,297.1264,0.4257,,,,,
,141,59.6626,0.4379,,,140.528,297.3381,0.4257,,,,,
,141.1,59.7046,0.4382,,,140.628,297.5498,0.4256,,,,,
,141.2,59.7466,0.4377,,,140.728,297.7615,0.4259,,,,,
,141.3,59.7891,0.4379,,,140.828,297.9731,0.4257,,,,,
,141.4,59.8308,0.4379,,,140.928,298.1846,0.4255,,,,,
,141.5,59.874,0.4376,,,141.028,298.3963,0.4257,,,,,
,141.6,59.9159,0.4376,,,141.128,298.6086,0.4256,,,,,
,141.7,59.9591,0.4379,,,141.228,298.8196,0.4257,,,,,
,141.8,60.0006,0.4376,,,141.328,299.0311,0.4256,,,,,
,141.9,60.0435,0.4377,,,141.428,299.2433,0.4256,,,,,
,142,60.0853,0.4376,,,141.528,299.4548,0.4256,,,,,
,142.1,60.1275,0.4375,,,141.628,299.666,0.4257,,,,,
,142.2,60.17,0.4376,,,141.728,299.8784,0.4256,,,,,
,142.3,60.2122,0.4374,,,141.828,300.0897,0.4255,,,,,
,142.4,60.2553,0.4376,,,141.928,300.3013,0.4256,,,,,
,142.5,60.2973,0.4377,,,142.028,300.5132,0.4258,,,,,
