Results Table 1,,,,,,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,,,,,,
1,PMMA-RT-.1,3.43,12.57,91.44,2.54,,,,,,,,,,,,,
2,PMMA-RT-1.0,3.28,12.45,91.01,25.4,,,,,,,,,,,,,
3,PMMA-50-.1,3.28,12.6,92.71,2.54,,,,,,,,,,,,,
4,PMMA-50-1.0,3.2,12.62,87.86,25.4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force,,4,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,,,,,,,,,,,228.3,9.66,1.1361,,,,,
,,,,,,,,,,,228.4,9.6638,1.1358,,,,,
,,,,,,,,,,,228.5,9.6688,1.1365,,,,,
,,,,,,,,,,,228.6,9.6723,1.1363,,,,,
,,,,,,,,,,,228.7,9.6769,1.1363,,,,,
,,,,,,,,,,,228.8,9.6807,1.1361,,,,,
,,,,,,,,,,,228.9,9.6856,1.1368,,,,,
,,,,,,,,,,,229,9.6892,1.1361,,,,,
,,,,,,,,,,,229.1,9.6939,1.1367,,,,,
,,,,,,,,,,,229.2,9.6975,1.1364,,,,,
,,,,,,,,,,,229.3,9.7024,1.1369,,,,,
,,,,,,,,,,,229.4,9.7061,1.1369,,,,,
,,,,,,,,,,,229.5,9.7108,1.1372,,,,,
,,,,,,,,,,,229.6,9.7147,1.1374,,,,,
,,,,,,,,,,,229.7,9.7193,1.1378,,,,,
,,,,,,,,,,,229.8,9.7233,1.1375,,,,,
,,,,,,,,,,,229.9,9.7278,1.1388,,,,,
,,,,,,,,,,,230,9.7319,1.1384,,,,,
,,,,,,,,,,,230.1,9.7364,1.1385,,,,,
,,,,,,,,,,,230.2,9.7403,1.1383,,,,,
,,,,,,,,,,,230.3,9.7445,1.138,,,,,
,,,,,,,,,,,230.4,9.7486,1.1381,,,,,
,,,,,,,,,,,230.5,9.753,1.1381,,,,,
,,,,,,,,,,,230.6,9.757,1.1374,,,,,
,,,,,,,,,,,230.7,9.7615,1.1377,,,,,
,,,,,,,,,,,230.8,9.7657,1.1376,,,,,
,,,,,,,,,,,230.9,9.7701,1.1377,,,,,
,,,,,,,,,,,231,9.7741,1.1376,,,,,
,,,,,,,,,,,231.1,9.7786,1.1374,,,,,
,,,,,,,,,,,231.2,9.7826,1.1375,,,,,
,,,,,,,,,,,231.3,9.787,1.1377,,,,,
,,,,,,,,,,,231.4,9.7907,1.1372,,,,,
,,,,,,,,,,,231.5,9.7954,1.1378,,,,,
,,,,,,,,,,,231.6,9.7993,1.1374,,,,,
,,,,,,,,,,,231.7,9.804,1.1375,,,,,
,,,,,,,,,,,231.8,9.8077,1.1372,,,,,
,,,,,,,,,,,231.9,9.8126,1.1379,,,,,
,,,,,,,,,,,232,9.8162,1.1375,,,,,
,,,,,,,,,,,232.1,9.8212,1.1371,,,,,
,,,,,,,,,,,232.2,9.8245,1.1372,,,,,
,,,,,,,,,,,232.3,9.83,1.1379,,,,,
,,,,,,,,,,,232.4,9.8332,1.1364,,,,,
,,,,,,,,,,,232.5,9.838,1.1376,,,,,
,,,,,,,,,,,232.6,9.8414,1.1367,,,,,
,,,,,,,,,,,232.7,9.8465,1.137,,,,,
,,,,,,,,,,,232.8,9.8499,1.1376,,,,,
,,,,,,,,,,,232.9,9.8549,1.1377,,,,,
,,,,,,,,,,,233,9.8584,1.1374,,,,,
,,,,,,,,,,,233.1,9.8635,1.138,,,,,
,,,,,,,,,,,233.2,9.8671,1.1371,,,,,
,,,,,,,,,,,233.3,9.8718,1.1371,,,,,
,,,,,,,,,,,233.4,9.8756,1.1374,,,,,
,,,,,,,,,,,233.5,9.8804,1.1374,,,,,
,,,,,,,,,,,233.6,9.8839,1.1372,,,,,
,,,,,,,,,,,233.7,9.8886,1.1373,,,,,
,,,,,,,,,,,233.8,9.8924,1.1369,,,,,
,,,,,,,,,,,233.9,9.8969,1.1373,,,,,
,,,,,,,,,,,234,9.901,1.1373,,,,,
,,,,,,,,,,,234.1,9.9054,1.1378,,,,,
,,,,,,,,,,,234.2,9.9095,1.1374,,,,,
,,,,,,,,,,,234.3,9.9141,1.1373,,,,,
,,,,,,,,,,,234.4,9.9181,1.1375,,,,,
,,,,,,,,,,,234.5,9.9225,1.1379,,,,,
,,,,,,,,,,,234.6,9.9268,1.1376,,,,,
,,,,,,,,,,,234.7,9.9309,1.1379,,,,,
,,,,,,,,,,,234.8,9.935,1.1376,,,,,
,,,,,,,,,,,234.9,9.9392,1.1376,,,,,
,,,,,,,,,,,235,9.9433,1.1374,,,,,
,,,,,,,,,,,235.1,9.9477,1.1375,,,,,
,,,,,,,,,,,235.2,9.9518,1.1373,,,,,
,,,,,,,,,,,235.3,9.9562,1.1372,,,,,
,,,,,,,,,,,235.4,9.9605,1.1378,,,,,
,,,,,,,,,,,235.5,9.9647,1.1374,,,,,
,,,,,,,,,,,235.6,9.9687,1.1372,,,,,
,,,,,,,,,,,235.7,9.9734,1.1375,,,,,
,,,,,,,,,,,235.8,9.9772,1.1375,,,,,
,,,,,,,,,,,235.9,9.9816,1.1377,,,,,
,,,,,,,,,,,236,9.9855,1.1373,,,,,
,,,,,,,,,,,236.1,9.99,1.1379,,,,,
,,,,,,,,,,,236.2,9.9941,1.1375,,,,,
,,,,,,,,,,,236.3,9.9986,1.1378,,,,,
,,,,,,,,,,,236.4,10.0024,1.1371,,,,,
,,,,,,,,,,,236.5,10.0072,1.1368,,,,,
,,,,,,,,,,,236.6,10.0111,1.1367,,,,,
,,,,,,,,,,,236.7,10.0157,1.1373,,,,,
,,,,,,,,,,,236.8,10.0197,1.1364,,,,,
,,,,,,,,,,,236.9,10.0242,1.1363,,,,,
,,,,,,,,,,,237,10.0281,1.136,,,,,
,,,,,,,,,,,237.1,10.0324,1.1358,,,,,
,,,,,,,,,,,237.2,10.0363,1.1359,,,,,
,,,,,,,,,,,237.3,10.0408,1.1355,,,,,
,,,,,,,,,,,237.4,10.045,1.1355,,,,,
,,,,,,,,,,,237.5,10.0492,1.1354,,,,,
,,,,,,,,,,,237.6,10.0536,1.1358,,,,,
,,,,,,,,,,,237.7,10.0578,1.1353,,,,,
,,,,,,,,,,,237.8,10.0622,1.1353,,,,,
,,,,,,,,,,,237.9,10.0661,1.135,,,,,
,,,,,,,,,,,238,10.0706,1.135,,,,,
,,,,,,,,,,,238.1,10.0746,1.1346,,,,,
,,,,,,,,,,,238.2,10.0789,1.1347,,,,,
,,,,,,,,,,,238.3,10.0829,1.134,,,,,
,,,,,,,,,,,238.4,10.0875,1.134,,,,,
,,,,,,,,,,,238.5,10.0914,1.1336,,,,,
,,,,,,,,,,,238.6,10.096,1.1333,,,,,
,,,,,,,,,,,238.7,10.0998,1.1324,,,,,
,,,,,,,,,,,238.8,10.1046,1.1324,,,,,
,,,,,,,,,,,238.9,10.1085,1.1317,,,,,
,,,,,,,,,,,239,10.1131,1.1314,,,,,
,,,,,,,,,,,239.1,10.117,1.1309,,,,,
,,,,,,,,,,,239.2,10.1217,1.1309,,,,,
,,,,,,,,,,,239.3,10.1254,1.1305,,,,,
,,,,,,,,,,,239.4,10.1299,1.1297,,,,,
,,,,,,,,,,,239.5,10.1338,1.1291,,,,,
,,,,,,,,,,,239.6,10.1383,1.1295,,,,,
,,,,,,,,,,,239.7,10.1423,1.1287,,,,,
,,,,,,,,,,,239.8,10.1467,1.1285,,,,,
,,,,,,,,,,,239.9,10.1508,1.1278,,,,,
,,,,,,,,,,,240,10.1555,1.1278,,,,,
,,,,,,,,,,,240.1,10.1594,1.1271,,,,,
,,,,,,,,,,,240.2,10.1636,1.1263,,,,,
,,,,,,,,,,,240.3,10.1679,1.126,,,,,
,,,,,,,,,,,240.4,10.1721,1.1252,,,,,
,,,,,,,,,,,240.5,10.1762,1.1244,,,,,
,,,,,,,,,,,240.6,10.1806,1.1235,,,,,
,,,,,,,,,,,240.7,10.1847,1.1233,,,,,
,,,,,,,,,,,240.8,10.189,1.1233,,,,,
,,,,,,,,,,,240.9,10.1931,1.1221,,,,,
,,,,,,,,,,,241,10.1975,1.122,,,,,
,,,,,,,,,,,241.1,10.2019,1.1218,,,,,
,,,,,,,,,,,241.2,10.2062,1.1218,,,,,
,,,,,,,,,,,241.3,10.2101,1.1205,,,,,
,,,,,,,,,,,241.4,10.2148,1.1207,,,,,
,,,,,,,,,,,241.5,10.2186,1.1196,,,,,
,,,,,,,,,,,241.6,10.2231,1.1196,,,,,
,,,,,,,,,,,241.7,10.227,1.1177,,,,,
,,,,,,,,,,,241.8,10.2315,1.1177,,,,,
,,,,,,,,,,,241.9,10.2353,1.1179,,,,,
,,,,,,,,,,,242,10.24,1.117,,,,,
,,,,,,,,,,,242.1,10.2436,1.1151,,,,,
,,,,,,,,,,,242.2,10.2488,1.1154,,,,,
,,,,,,,,,,,242.3,10.2524,1.1141,,,,,
,,,,,,,,,,,242.4,10.257,1.113,,,,,
,,,,,,,,,,,242.5,10.2605,1.1119,,,,,
,,,,,,,,,,,242.6,10.2657,1.1119,,,,,
,,,,,,,,,,,242.7,10.269,1.1105,,,,,
,,,,,,,,,,,242.8,10.2741,1.11,,,,,
,,,,,,,,,,,242.9,10.2773,1.1084,,,,,
,,,,,,,,,,,243,10.2825,1.1083,,,,,
,,,,,,,,,,,243.1,10.2859,1.107,,,,,
,,,,,,,,,,,243.2,10.2909,1.107,,,,,
,,,,,,,,,,,243.3,10.2945,1.1058,,,,,
,,,,,,,,,,,243.4,10.2997,1.1053,,,,,
,,,,,,,,,,,243.5,10.303,1.1034,,,,,
,,,,,,,,,,,243.6,10.3079,1.1039,,,,,
,,,,,,,,,,,243.7,10.3116,1.1021,,,,,
,,,,,,,,,,,243.8,10.3164,1.1012,,,,,
,,,,,,,,,,,243.9,10.3201,1.0992,,,,,
,,,,,,,,,,,244,10.3248,1.0994,,,,,
,,,,,,,,,,,244.1,10.3284,1.097,,,,,
,,,,,,,,,,,244.2,10.3331,1.0974,,,,,
,,,,,,,,,,,244.3,10.3368,1.0952,,,,,
,,,,,,,,,,,244.4,10.3416,1.0948,,,,,
,,,,,,,,,,,244.5,10.3456,1.0938,,,,,
,,,,,,,,,,,244.6,10.3502,1.0935,,,,,
,,,,,,,,,,,244.7,10.3539,1.0929,,,,,
,,,,,,,,,,,244.8,10.3586,1.0917,,,,,
,,,,,,,,,,,244.9,10.3625,1.0903,,,,,
,,,,,,,,,,,245,10.367,1.0897,,,,,
,,,,,,,,,,,245.1,10.3708,1.0883,,,,,
,,,,,,,,,,,245.2,10.3754,1.0873,,,,,
,,,,,,,,,,,245.3,10.3792,1.0861,,,,,
,,,,,,,,,,,245.4,10.3839,1.0857,,,,,
,,,,,,,,,,,245.5,10.3876,1.0835,,,,,
,,,,,,,,,,,245.6,10.3925,1.0834,,,,,
,,,,,,,,,,,245.7,10.3963,1.0821,,,,,
,,,,,,,,,,,245.8,10.401,1.0811,,,,,
,,,,,,,,,,,245.9,10.4046,1.0804,,,,,
,,,,,,,,,,,246,10.4097,1.0793,,,,,
,,,,,,,,,,,246.1,10.4134,1.0781,,,,,
,,,,,,,,,,,246.2,10.4181,1.0772,,,,,
,,,,,,,,,,,246.3,10.4213,1.0757,,,,,
,,,,,,,,,,,246.4,10.4263,1.0754,,,,,
,,,,,,,,,,,246.5,10.4298,1.0742,,,,,
,,,,,,,,,,,246.6,10.4348,1.0735,,,,,
,,,,,,,,,,,246.7,10.4384,1.0722,,,,,
,,,,,,,,,,,246.8,10.4436,1.0717,,,,,
,,,,,,,,,,,246.9,10.447,1.0705,,,,,
,,,,,,,,,,,247,10.4518,1.0697,,,,,
,,,,,,,,,,,247.1,10.4555,1.0673,,,,,
,,,,,,,,,,,247.2,10.4603,1.0677,,,,,
,,,,,,,,,,,247.3,10.4639,1.066,,,,,
,,,,,,,,,,,247.4,10.4687,1.0657,,,,,
,,,,,,,,,,,247.5,10.4723,1.0637,,,,,
,,,,,,,,,,,247.6,10.477,1.0633,,,,,
,,,,,,,,,,,247.7,10.4808,1.0624,,,,,
,,,,,,,,,,,247.8,10.4853,1.0626,,,,,
,,,,,,,,,,,247.9,10.4895,1.0615,,,,,
,,,,,,,,,,,248,10.494,1.0609,,,,,
,,,,,,,,,,,248.1,10.4981,1.0602,,,,,
,,,,,,,,,,,248.2,10.5023,1.0593,,,,,
,,,,,,,,,,,248.3,10.5068,1.0589,,,,,
,,,,,,,,,,,248.4,10.5108,1.0582,,,,,
,,,,,,,,,,,248.5,10.5151,1.0581,,,,,
,,,,,,,,,,,248.6,10.519,1.0577,,,,,
,,,,,,,,,,,248.7,10.5235,1.058,,,,,
,,,,,,,,,,,248.8,10.5275,1.0575,,,,,
,,,,,,,,,,,248.9,10.5318,1.0571,,,,,
,,,,,,,,,,,249,10.536,1.0574,,,,,
,,,,,,,,,,,249.1,10.5406,1.0574,,,,,
,,,,,,,,,,,249.2,10.5446,1.0573,,,,,
,,,,,,,,,,,249.3,10.5489,1.0573,,,,,
,,,,,,,,,,,249.4,10.5531,1.0573,,,,,
,,,,,,,,,,,249.5,10.5573,1.0567,,,,,
,,,,,,,,,,,249.6,10.5616,1.0567,,,,,
,,,,,,,,,,,249.7,10.5656,1.0564,,,,,
,,,,,,,,,,,249.8,10.5699,1.0562,,,,,
,,,,,,,,,,,249.9,10.5742,1.0558,,,,,
,,,,,,,,,,,250,10.5783,1.0555,,,,,
,,,,,,,,,,,250.1,10.5826,1.0555,,,,,
,,,,,,,,,,,250.2,10.5872,1.0553,,,,,
,,,,,,,,,,,250.3,10.5911,1.0547,,,,,
,,,,,,,,,,,250.4,10.5956,1.0546,,,,,
,,,,,,,,,,,250.5,10.5997,1.0541,,,,,
,,,,,,,,,,,250.6,10.6041,1.054,,,,,
,,,,,,,,,,,250.7,10.6083,1.0535,,,,,
,,,,,,,,,,,250.8,10.6125,1.0533,,,,,
,,,,,,,,,,,250.9,10.6164,1.0529,,,,,
,,,,,,,,,,,251,10.6208,1.0527,,,,,
,,,,,,,,,,,251.1,10.6248,1.0523,,,,,
,,,,,,,,,,,251.2,10.6291,1.0522,,,,,
,,,,,,,,,,,251.3,10.6337,1.0524,,,,,
,,,,,,,,,,,251.4,10.6378,1.0518,,,,,
,,,,,,,,,,,251.5,10.6421,1.0517,,,,,
,,,,,,,,,,,251.6,10.6462,1.0517,,,,,
,,,,,,,,,,,251.7,10.6505,1.0519,,,,,
,,,,,,,,,,,251.8,10.6546,1.0514,,,,,
,,,,,,,,,,,251.9,10.6591,1.0512,,,,,
,,,,,,,,,,,252,10.6627,1.0508,,,,,
,,,,,,,,,,,252.1,10.6676,1.051,,,,,
,,,,,,,,,,,252.2,10.6713,1.0505,,,,,
,,,,,,,,,,,252.3,10.6759,1.0507,,,,,
,,,,,,,,,,,252.4,10.6798,1.0501,,,,,
,,,,,,,,,,,252.5,10.6847,1.0505,,,,,
,,,,,,,,,,,252.6,10.6884,1.0501,,,,,
,,,,,,,,,,,252.7,10.6932,1.0504,,,,,
,,,,,,,,,,,252.8,10.6967,1.0497,,,,,
,,,,,,,,,,,252.9,10.7018,1.0503,,,,,
,,,,,,,,,,,253,10.7054,1.0496,,,,,
,,,,,,,,,,,253.1,10.7099,1.0497,,,,,
,,,,,,,,,,,253.2,10.7135,1.0495,,,,,
,,,,,,,,,,,253.3,10.7184,1.0497,,,,,
,,,,,,,,,,,253.4,10.7221,1.0494,,,,,
,,,,,,,,,,,253.5,10.7269,1.05,,,,,
,,,,,,,,,,,253.6,10.7307,1.0498,,,,,
,,,,,,,,,,,253.7,10.7355,1.0498,,,,,
,,,,,,,,,,,253.8,10.7393,1.0498,,,,,
,,,,,,,,,,,253.9,10.7438,1.0497,,,,,
,,,,,,,,,,,254,10.7477,1.0496,,,,,
,,,,,,,,,,,254.1,10.7523,1.0497,,,,,
,,,,,,,,,,,254.2,10.7562,1.0496,,,,,
,,,,,,,,,,,254.3,10.7605,1.0497,,,,,
,,,,,,,,,,,254.4,10.7645,1.0494,,,,,
,,,,,,,,,,,254.5,10.769,1.0495,,,,,
,,,,,,,,,,,254.6,10.773,1.0493,,,,,
,,,,,,,,,,,254.7,10.7776,1.0493,,,,,
,,,,,,,,,,,254.8,10.7816,1.0492,,,,,
,,,,,,,,,,,254.9,10.7862,1.0496,,,,,
,,,,,,,,,,,255,10.7901,1.0489,,,,,
,,,,,,,,,,,255.1,10.7947,1.0492,,,,,
,,,,,,,,,,,255.2,10.7988,1.049,,,,,
,,,,,,,,,,,255.3,10.8031,1.0491,,,,,
,,,,,,,,,,,255.4,10.8069,1.0488,,,,,
,,,,,,,,,,,255.5,10.8114,1.0487,,,,,
,,,,,,,,,,,255.6,10.8153,1.049,,,,,
,,,,,,,,,,,255.7,10.8199,1.0494,,,,,
,,,,,,,,,,,255.8,10.8237,1.049,,,,,
,,,,,,,,,,,255.9,10.8286,1.0499,,,,,
,,,,,,,,,,,256,10.8323,1.0499,,,,,
,,,,,,,,,,,256.1,10.837,1.0503,,,,,
,,,,,,,,,,,256.2,10.8406,1.0502,,,,,
,,,,,,,,,,,256.3,10.8457,1.0511,,,,,
,,,,,,,,,,,256.4,10.8491,1.0505,,,,,
,,,,,,,,,,,256.5,10.854,1.0512,,,,,
,,,,,,,,,,,256.6,10.8574,1.0509,,,,,
,,,,,,,,,,,256.7,10.8624,1.052,,,,,
,,,,,,,,,,,256.8,10.8659,1.0515,,,,,
,,,,,,,,,,,256.9,10.8708,1.0526,,,,,
,,,,,,,,,,,257,10.8744,1.0525,,,,,
,,,,,,,,,,,257.1,10.8795,1.0533,,,,,
,,,,,,,,,,,257.2,10.883,1.0532,,,,,
,,,,,,,,,,,257.3,10.888,1.054,,,,,
,,,,,,,,,,,257.4,10.8917,1.0538,,,,,
,,,,,,,,,,,257.5,10.8965,1.0547,,,,,
,,,,,,,,,,,257.6,10.9001,1.0544,,,,,
,,,,,,,,,,,257.7,10.9046,1.0545,,,,,
,,,,,,,,,,,257.8,10.9083,1.0543,,,,,
,,,,,,,,,,,257.9,10.9131,1.0543,,,,,
,,,,,,,,,,,258,10.9168,1.054,,,,,
,,,,,,,,,,,258.1,10.9214,1.0544,,,,,
,,,,,,,,,,,258.2,10.9256,1.054,,,,,
,,,,,,,,,,,258.3,10.9299,1.0539,,,,,
,,,,,,,,,,,258.4,10.934,1.0539,,,,,
,,,,,,,,,,,258.5,10.9384,1.0542,,,,,
,,,,,,,,,,,258.6,10.9426,1.0539,,,,,
,,,,,,,,,,,258.7,10.9468,1.0538,,,,,
,,,,,,,,,,,258.8,10.9508,1.0536,,,,,
,,,,,,,,,,,258.9,10.9551,1.053,,,,,
,,,,,,,,,,,259,10.9595,1.0535,,,,,
,,,,,,,,,,,259.1,10.9636,1.0534,,,,,
,,,,,,,,,,,259.2,10.9679,1.0522,,,,,
,,,,,,,,,,,259.3,10.9722,1.0527,,,,,
,,,,,,,,,,,259.4,10.9764,1.0526,,,,,
,,,,,,,,,,,259.5,10.9808,1.0526,,,,,
,,,,,,,,,,,259.6,10.9848,1.052,,,,,
,,,,,,,,,,,259.7,10.9894,1.0516,,,,,
,,,,,,,,,,,259.8,10.9935,1.0514,,,,,
,,,,,,,,,,,259.9,10.9977,1.0508,,,,,
,,,,,,,,,,,260,11.0016,1.0501,,,,,
,,,,,,,,,,,260.1,11.0061,1.0498,,,,,
,,,,,,,,,,,260.2,11.01,1.05,,,,,
,,,,,,,,,,,260.3,11.0146,1.05,,,,,
,,,,,,,,,,,260.4,11.0185,1.0496,,,,,
,,,,,,,,,,,260.5,11.0232,1.0501,,,,,
,,,,,,,,,,,260.6,11.0271,1.0498,,,,,
,,,,,,,,,,,260.7,11.0317,1.0498,,,,,
,,,,,,,,,,,260.8,11.0355,1.0494,,,,,
,,,,,,,,,,,260.9,11.0402,1.0498,,,,,
,,,,,,,,,,,261,11.044,1.0493,,,,,
,,,,,,,,,,,261.1,11.0484,1.0496,,,,,
,,,,,,,,,,,261.2,11.0524,1.0493,,,,,
,,,,,,,,,,,261.3,11.0568,1.0492,,,,,
,,,,,,,,,,,261.4,11.0609,1.0491,,,,,
,,,,,,,,,,,261.5,11.0653,1.049,,,,,
,,,,,,,,,,,261.6,11.0696,1.0492,,,,,
,,,,,,,,,,,261.7,11.0738,1.0492,,,,,
,,,,,,,,,,,261.8,11.0782,1.0495,,,,,
,,,,,,,,,,,261.9,11.0822,1.0493,,,,,
,,,,,,,,,,,262,11.0869,1.0499,,,,,
,,,,,,,,,,,262.1,11.0907,1.049,,,,,
,,,,,,,,,,,262.2,11.0951,1.049,,,,,
,,,,,,,,,,,262.3,11.0989,1.0496,,,,,
,,,,,,,,,,,262.4,11.1035,1.0492,,,,,
,,,,,,,,,,,262.5,11.1073,1.049,,,,,
,,,,,,,,,,,262.6,11.1121,1.0493,,,,,
,,,,,,,,,,,262.7,11.1158,1.0485,,,,,
,,,,,,,,,,,262.8,11.1208,1.0493,,,,,
,,,,,,,,,,,262.9,11.1244,1.0486,,,,,
,,,,,,,,,,,263,11.129,1.0487,,,,,
,,,,,,,,,,,263.1,11.1328,1.0484,,,,,
,,,,,,,,,,,263.2,11.1376,1.0487,,,,,
,,,,,,,,,,,263.3,11.1412,1.0482,,,,,
,,,,,,,,,,,263.4,11.1459,1.0488,,,,,
,,,,,,,,,,,263.5,11.1495,1.0486,,,,,
,,,,,,,,,,,263.6,11.1544,1.0486,,,,,
,,,,,,,,,,,263.7,11.1582,1.0486,,,,,
,,,,,,,,,,,263.8,11.1627,1.0494,,,,,
,,,,,,,,,,,263.9,11.1668,1.0486,,,,,
,,,,,,,,,,,264,11.1714,1.0492,,,,,
,,,,,,,,,,,264.1,11.1753,1.0491,,,,,
,,,,,,,,,,,264.2,11.1799,1.0494,,,,,
,,,,,,,,,,,264.3,11.184,1.0491,,,,,
,,,,,,,,,,,264.4,11.1882,1.0491,,,,,
,,,,,,,,,,,264.5,11.1923,1.0491,,,,,
,,,,,,,,,,,264.6,11.1966,1.0496,,,,,
,,,,,,,,,,,264.7,11.2006,1.0494,,,,,
,,,,,,,,,,,264.8,11.205,1.0492,,,,,
,,,,,,,,,,,264.9,11.2091,1.0496,,,,,
,,,,,,,,,,,265,11.2135,1.0499,,,,,
,,,,,,,,,,,265.1,11.2178,1.0496,,,,,
,,,,,,,,,,,265.2,11.2222,1.0497,,,,,
,,,,,,,,,,,265.3,11.2261,1.0496,,,,,
,,,,,,,,,,,265.4,11.2306,1.0495,,,,,
,,,,,,,,,,,265.5,11.2345,1.0489,,,,,
,,,,,,,,,,,265.6,11.239,1.0496,,,,,
,,,,,,,,,,,265.7,11.2428,1.0492,,,,,
,,,,,,,,,,,265.8,11.2475,1.0496,,,,,
,,,,,,,,,,,265.9,11.2513,1.0486,,,,,
,,,,,,,,,,,266,11.256,1.0488,,,,,
,,,,,,,,,,,266.1,11.2596,1.0481,,,,,
,,,,,,,,,,,266.2,11.2647,1.0488,,,,,
,,,,,,,,,,,266.3,11.2683,1.0479,,,,,
,,,,,,,,,,,266.4,11.2732,1.0481,,,,,
,,,,,,,,,,,266.5,11.2766,1.0476,,,,,
,,,,,,,,,,,266.6,11.282,1.0481,,,,,
,,,,,,,,,,,266.7,11.2852,1.0473,,,,,
,,,,,,,,,,,266.8,11.2902,1.047,,,,,
,,,,,,,,,,,266.9,11.2934,1.0469,,,,,
,,,,,,,,,,,267,11.2985,1.0475,,,,,
,,,,,,,,,,,267.1,11.3019,1.0463,,,,,
,,,,,,,,,,,267.2,11.307,1.0467,,,,,
,,,,,,,,,,,267.3,11.3104,1.0455,,,,,
,,,,,,,,,,,267.4,11.3157,1.0464,,,,,
,,,,,,,,,,,267.5,11.319,1.0455,,,,,
,,,,,,,,,,,267.6,11.3239,1.0463,,,,,
,,,,,,,,,,,267.7,11.3275,1.0451,,,,,
,,,,,,,,,,,267.8,11.3324,1.0456,,,,,
,,,,,,,,,,,267.9,11.3359,1.0452,,,,,
,,,,,,,,,,,268,11.3406,1.0456,,,,,
,,,,,,,,,,,268.1,11.3444,1.0452,,,,,
,,,,,,,,,,,268.2,11.3491,1.0457,,,,,
,,,,,,,,,,,268.3,11.353,1.0458,,,,,
,,,,,,,,,,,268.4,11.3575,1.046,,,,,
,,,,,,,,,,,268.5,11.3616,1.0457,,,,,
,,,,,,,,,,,268.6,11.3661,1.046,,,,,
,,,,,,,,,,,268.7,11.37,1.0453,,,,,
,,,,,,,,,,,268.8,11.3746,1.0457,,,,,
,,,,,,,,,,,268.9,11.3787,1.0455,,,,,
,,,,,,,,,,,269,11.3829,1.0456,,,,,
,,,,,,,,,,,269.1,11.3871,1.045,,,,,
,,,,,,,,,,,269.2,11.3912,1.046,,,,,
,,,,,,,,,,,269.3,11.3954,1.0459,,,,,
,,,,,,,,,,,269.4,11.3998,1.0465,,,,,
,,,,,,,,,,,269.5,11.4037,1.0458,,,,,
,,,,,,,,,,,269.6,11.4083,1.0464,,,,,
,,,,,,,,,,,269.7,11.4125,1.0466,,,,,
,,,,,,,,,,,269.8,11.4168,1.0468,,,,,
,,,,,,,,,,,269.9,11.4208,1.0467,,,,,
,,,,,,,,,,,270,11.4255,1.0469,,,,,
,,,,,,,,,,,270.1,11.4292,1.0474,,,,,
,,,,,,,,,,,270.2,11.4338,1.0477,,,,,
,,,,,,,,,,,270.3,11.4374,1.0472,,,,,
,,,,,,,,,,,270.4,11.4421,1.0483,,,,,
,,,,,,,,,,,270.5,11.4461,1.048,,,,,
,,,,,,,,,,,270.6,11.4507,1.0484,,,,,
,,,,,,,,,,,270.7,11.4544,1.0482,,,,,
,,,,,,,,,,,270.8,11.4594,1.0488,,,,,
,,,,,,,,,,,270.9,11.463,1.0487,,,,,
,,,,,,,,,,,271,11.4678,1.0491,,,,,
,,,,,,,,,,,271.1,11.4717,1.049,,,,,
,,,,,,,,,,,271.2,11.4762,1.0492,,,,,
,,,,,,,,,,,271.3,11.4802,1.0492,,,,,
,,,,,,,,,,,271.4,11.4846,1.0499,,,,,
,,,,,,,,,,,271.5,11.4884,1.0497,,,,,
,,,,,,,,,,,271.6,11.493,1.0502,,,,,
,,,,,,,,,,,271.7,11.4969,1.0498,,,,,
,,,,,,,,,,,271.8,11.5012,1.0498,,,,,
,,,,,,,,,,,271.9,11.5057,1.0504,,,,,
,,,,,,,,,,,272,11.5098,1.0501,,,,,
,,,,,,,,,,,272.1,11.5142,1.0508,,,,,
,,,,,,,,,,,272.2,11.5182,1.0512,,,,,
,,,,,,,,,,,272.3,11.5226,1.0512,,,,,
,,,,,,,,,,,272.4,11.5266,1.0513,,,,,
,,,,,,,,,,,272.5,11.531,1.0518,,,,,
,,,,,,,,,,,272.6,11.5349,1.0511,,,,,
,,,,,,,,,,,272.7,11.5396,1.052,,,,,
,,,,,,,,,,,272.8,11.5435,1.0521,,,,,
,,,,,,,,,,,272.9,11.548,1.0516,,,,,
,,,,,,,,,,,273,11.5519,1.0511,,,,,
,,,,,,,,,,,273.1,11.5566,1.0524,,,,,
,,,,,,,,,,,273.2,11.5605,1.0514,,,,,
,,,,,,,,,,,273.3,11.5651,1.0513,,,,,
,,,,,,,,,,,273.4,11.569,1.0514,,,,,
,,,,,,,,,,,273.5,11.5737,1.0519,,,,,
,,,,,,,,,,,273.6,11.5776,1.052,,,,,
,,,,,,,,,,,273.7,11.5818,1.0512,,,,,
,,,,,,,,,,,273.8,11.5858,1.0507,,,,,
,,,,,,,,,,,273.9,11.5903,1.0502,,,,,
